Cn Code,Nutrient code,Nutrient value,Per unit,Value type code,Source code,Date added,Last modified
1001,203,0.85,100g,1,1,01/31/1994,11/30/2006
1001,204,81.11,100g,1,1,01/31/1994,11/30/2006
1001,205,0.06,100g,3,1,01/31/1994,11/30/2006
1001,207,2.11,100g,1,1,01/31/1994,11/30/2006
1001,208,717,100g,3,1,01/31/1994,11/30/2006
1001,255,16.17,100g,1,1,01/31/1994,02/13/2019
1001,269,0.06,100g,3,1,12/23/2013,12/23/2013
1001,291,0,100g,3,1,01/31/1994,11/30/2006
1001,301,24,100g,1,1,01/31/1994,11/30/2006
1001,303,0.02,100g,1,1,01/31/1994,11/30/2006
1001,306,24,100g,1,1,05/02/2017,05/02/2017
1001,307,643,100g,3,1,01/31/1994,12/26/2013
1001,320,684,100g,2,1,12/12/2024,1/8/2010
1001,328,0,100g,4,1,05/02/2017,05/02/2017
1001,401,0,100g,1,1,01/31/1994,11/30/2006
1001,539,0,100g,4,4,04/01/2022,04/01/2022
1001,601,215,100g,1,1,01/31/1994,11/30/2006
1001,605,3.278,100g,,1,01/31/1994,03/09/2016
1001,606,51.368,100g,3,1,01/31/1994,06/19/2015
1002,203,0.49,100g,1,1,01/31/1994,02/06/2016
1002,204,78.3,100g,1,1,01/31/1994,03/09/2016
1002,205,0,100g,3,1,01/31/1994,02/13/2019
1002,207,1.62,100g,1,1,01/31/1994,02/06/2016
1002,208,731,100g,,1,01/31/1994,02/13/2019
1002,255,16.72,100g,1,1,01/31/1994,02/06/2016
1002,269,0.06,100g,3,1,12/23/2013,12/23/2013
1002,291,0,100g,4,1,01/31/1994,11/27/2007
1002,301,23,100g,1,1,01/31/1994,03/09/2016
1002,303,0.05,100g,1,1,01/31/1994,02/06/2016
1002,306,41,100g,1,1,05/02/2017,05/02/2017
1002,307,583,100g,1,1,01/31/1994,02/06/2016
1002,320,683,100g,1,1,12/12/2024,1/2/2015
1002,328,0,100g,1,1,05/02/2017,05/02/2017
1002,401,0,100g,1,1,01/31/1994,11/27/2007
1002,539,0,100g,4,4,04/01/2022,04/01/2022
1002,601,225,100g,1,1,01/31/1994,03/09/2016
1002,605,2.669,100g,,1,01/31/1994,03/09/2016
1002,606,45.39,100g,3,1,01/31/1994,02/06/2016
1003,203,0.28,100g,1,1,12/23/2013,12/23/2013
1003,204,99.48,100g,1,1,12/23/2013,12/23/2013
1003,205,0,100g,1,1,12/23/2013,12/23/2013
1003,207,0,100g,1,1,12/23/2013,12/23/2013
1003,208,876,100g,3,1,12/23/2013,12/23/2013
1003,255,0.24,100g,1,1,12/23/2013,12/23/2013
1003,269,0,100g,3,1,12/23/2013,12/23/2013
1003,291,0,100g,3,1,12/23/2013,12/23/2013
1003,301,4,100g,3,1,12/23/2013,12/23/2013
1003,303,0,100g,3,1,12/23/2013,12/23/2013
1003,306,5,100g,3,1,05/02/2017,05/02/2017
1003,307,2,100g,3,1,12/23/2013,12/23/2013
1003,320,840,100g,2,1,12/12/2024,1/2/2009
1003,328,0,100g,1,1,05/02/2017,05/02/2017
1003,401,0,100g,1,1,12/23/2013,12/23/2013
1003,539,0,100g,4,4,04/01/2022,04/01/2022
1003,601,256,100g,1,1,12/23/2013,12/23/2013
1003,605,,100g,,1,12/23/2013,12/23/2013
1003,606,61.924,100g,1,1,12/23/2013,06/19/2015
1004,203,21.4,100g,1,1,11/14/1994,11/27/2007
1004,204,28.74,100g,1,1,11/14/1994,11/27/2007
1004,205,2.34,100g,3,1,11/14/1994,11/27/2007
1004,207,5.11,100g,1,1,11/14/1994,11/27/2007
1004,208,353,100g,3,1,11/14/1994,11/27/2007
1004,255,42.41,100g,1,1,11/14/1994,11/27/2007
1004,269,0.5,100g,3,1,12/23/2013,12/23/2013
1004,291,0,100g,3,1,11/14/1994,11/27/2007
1004,301,528,100g,1,1,11/14/1994,11/27/2007
1004,303,0.31,100g,1,1,11/14/1994,11/27/2007
1004,306,256,100g,1,1,05/02/2017,05/02/2017
1004,307,1146,100g,3,1,11/14/1994,12/26/2013
1004,320,198,100g,2,1,12/12/2024,1/2/2009
1004,328,0.5,100g,1,1,05/02/2017,05/02/2017
1004,401,0,100g,1,1,11/14/1994,11/27/2007
1004,539,0,100g,4,4,04/01/2022,04/01/2022
1004,601,75,100g,1,1,11/14/1994,11/27/2007
1004,605,,100g,,1,09/20/1994,11/30/2006
1004,606,18.669,100g,1,1,11/14/1994,11/27/2007
1005,203,23.24,100g,1,1,12/23/2013,12/23/2013
1005,204,29.68,100g,1,1,12/23/2013,12/23/2013
1005,205,2.79,100g,3,1,12/23/2013,12/23/2013
1005,207,3.18,100g,1,1,12/23/2013,12/23/2013
1005,208,371,100g,3,1,12/23/2013,12/23/2013
1005,255,41.11,100g,1,1,12/23/2013,12/23/2013
1005,269,0.51,100g,3,1,12/23/2013,12/23/2013
1005,291,0,100g,3,1,12/23/2013,12/23/2013
1005,301,674,100g,1,1,12/23/2013,12/23/2013
1005,303,0.43,100g,1,1,12/23/2013,12/23/2013
1005,306,136,100g,1,1,05/02/2017,05/02/2017
1005,307,560,100g,1,1,12/23/2013,12/23/2013
1005,320,292,100g,2,1,12/12/2024,1/2/2009
1005,328,0.5,100g,1,1,05/02/2017,05/02/2017
1005,401,0,100g,1,1,12/23/2013,12/23/2013
1005,539,0,100g,4,4,04/01/2022,04/01/2022
1005,601,94,100g,1,1,12/23/2013,12/23/2013
1005,605,,100g,,1,12/23/2013,12/23/2013
1005,606,18.764,100g,1,1,12/23/2013,06/19/2015
1006,203,20.75,100g,1,1,12/23/2013,12/23/2013
1006,204,27.68,100g,1,1,12/23/2013,12/23/2013
1006,205,0.45,100g,3,1,12/23/2013,12/23/2013
1006,207,2.7,100g,1,1,12/23/2013,12/23/2013
1006,208,334,100g,3,1,12/23/2013,12/23/2013
1006,255,48.42,100g,1,1,12/23/2013,12/23/2013
1006,269,0.45,100g,3,1,12/23/2013,12/23/2013
1006,291,0,100g,3,1,12/23/2013,12/23/2013
1006,301,184,100g,1,1,12/23/2013,12/23/2013
1006,303,0.5,100g,1,1,12/23/2013,12/23/2013
1006,306,152,100g,1,1,05/02/2017,05/02/2017
1006,307,629,100g,1,1,12/23/2013,12/23/2013
1006,320,174,100g,2,1,12/12/2024,1/2/2009
1006,328,0.5,100g,1,1,05/02/2017,05/02/2017
1006,401,0,100g,1,1,12/23/2013,12/23/2013
1006,539,0,100g,4,4,04/01/2022,04/01/2022
1006,601,100,100g,1,1,12/23/2013,12/23/2013
1006,605,,100g,,1,12/23/2013,12/23/2013
1006,606,17.41,100g,3,1,12/23/2013,12/23/2013
1007,203,19.8,100g,1,1,12/23/2013,12/23/2013
1007,204,24.26,100g,1,1,12/23/2013,12/23/2013
1007,205,0.46,100g,3,1,12/23/2013,12/23/2013
1007,207,3.68,100g,1,1,12/23/2013,12/23/2013
1007,208,300,100g,3,1,12/23/2013,12/23/2013
1007,255,51.8,100g,1,1,12/23/2013,12/23/2013
1007,269,0.46,100g,3,1,12/23/2013,12/23/2013
1007,291,0,100g,3,1,12/23/2013,12/23/2013
1007,301,388,100g,1,1,12/23/2013,12/23/2013
1007,303,0.33,100g,1,1,12/23/2013,12/23/2013
1007,306,187,100g,1,1,05/02/2017,05/02/2017
1007,307,842,100g,1,1,12/23/2013,12/23/2013
1007,320,241,100g,2,1,12/12/2024,1/2/2009
1007,328,0.4,100g,1,1,05/02/2017,05/02/2017
1007,401,0,100g,1,1,12/23/2013,12/23/2013
1007,539,0,100g,4,4,04/01/2022,04/01/2022
1007,601,72,100g,1,1,12/23/2013,12/23/2013
1007,605,,100g,,1,12/23/2013,12/23/2013
1007,606,15.259,100g,1,1,12/23/2013,06/19/2015
1008,203,25.18,100g,1,1,12/23/2013,12/23/2013
1008,204,29.2,100g,1,1,12/23/2013,12/23/2013
1008,205,3.06,100g,3,1,12/23/2013,12/23/2013
1008,207,3.28,100g,1,1,12/23/2013,12/23/2013
1008,208,376,100g,3,1,12/23/2013,12/23/2013
1008,255,39.28,100g,1,1,12/23/2013,12/23/2013
1008,269,,100g,,1,12/23/2013,12/23/2013
1008,291,0,100g,3,1,12/23/2013,12/23/2013
1008,301,673,100g,1,1,12/23/2013,12/23/2013
1008,303,0.64,100g,3,1,12/23/2013,12/23/2013
1008,306,93,100g,3,1,05/02/2017,05/02/2017
1008,307,690,100g,1,1,12/23/2013,12/23/2013
1008,320,271,100g,2,1,12/12/2024,1/6/2002
1008,328,,100g,,1,05/02/2017,05/02/2017
1008,401,0,100g,1,1,12/23/2013,12/23/2013
1008,539,0,100g,4,4,04/01/2022,04/01/2022
1008,601,93,100g,3,1,12/23/2013,12/23/2013
1008,605,,100g,,1,12/23/2013,12/23/2013
1008,606,18.584,100g,3,1,12/23/2013,06/19/2015
1009,203,22.87,100g,1,1,01/31/1994,02/06/2016
1009,204,33.31,100g,1,1,01/31/1994,03/09/2016
1009,205,3.37,100g,3,1,01/31/1994,02/13/2019
1009,207,3.71,100g,1,1,01/31/1994,01/07/2015
1009,208,403,100g,3,1,01/31/1994,02/13/2019
1009,255,36.75,100g,1,1,01/31/1994,02/13/2019
1009,269,0.48,100g,1,1,12/23/2013,02/06/2016
1009,291,0,100g,3,1,01/31/1994,11/30/2006
1009,301,710,100g,1,1,01/31/1994,03/09/2016
1009,303,0.14,100g,1,1,01/31/1994,02/06/2016
1009,306,76,100g,1,1,05/02/2017,05/02/2017
1009,307,653,100g,1,1,01/31/1994,03/09/2016
1009,320,337,100g,2,1,12/12/2024,1/1/2017
1009,328,0.6,100g,1,1,05/02/2017,02/13/2019
1009,401,0,100g,1,1,01/31/1994,11/30/2006
1009,539,0,100g,4,4,04/01/2022,04/01/2022
1009,601,99,100g,1,1,01/31/1994,03/09/2016
1009,605,,100g,,1,01/31/1994,02/13/2019
1009,606,18.867,100g,3,1,01/31/1994,03/09/2016
1010,203,23.37,100g,1,1,12/23/2013,12/23/2013
1010,204,30.6,100g,1,1,12/23/2013,12/23/2013
1010,205,4.78,100g,3,1,12/23/2013,12/23/2013
1010,207,3.6,100g,1,1,12/23/2013,12/23/2013
1010,208,387,100g,3,1,12/23/2013,12/23/2013
1010,255,37.65,100g,1,1,12/23/2013,12/23/2013
1010,269,,100g,,1,12/23/2013,12/23/2013
1010,291,0,100g,3,1,12/23/2013,12/23/2013
1010,301,643,100g,1,1,12/23/2013,12/23/2013
1010,303,0.21,100g,1,1,12/23/2013,12/23/2013
1010,306,95,100g,1,1,05/02/2017,05/02/2017
1010,307,700,100g,1,1,12/23/2013,12/23/2013
1010,320,233,100g,2,1,12/12/2024,1/6/2002
1010,328,,100g,,1,05/02/2017,05/02/2017
1010,401,0,100g,1,1,12/23/2013,12/23/2013
1010,539,0,100g,4,4,04/01/2022,04/01/2022
1010,601,103,100g,1,1,12/23/2013,12/23/2013
1010,605,,100g,,1,12/23/2013,12/23/2013
1010,606,19.475,100g,3,1,12/23/2013,06/19/2015
1011,203,23.76,100g,1,1,11/14/1994,11/27/2007
1011,204,32.11,100g,1,1,11/14/1994,11/27/2007
1011,205,2.57,100g,3,1,11/14/1994,11/27/2007
1011,207,3.36,100g,1,1,11/14/1994,11/27/2007
1011,208,394,100g,3,1,11/14/1994,11/27/2007
1011,255,38.2,100g,1,1,11/14/1994,11/27/2007
1011,269,0.52,100g,3,1,12/23/2013,12/23/2013
1011,291,0,100g,3,1,11/14/1994,11/27/2007
1011,301,685,100g,1,1,11/14/1994,11/27/2007
1011,303,0.76,100g,1,1,11/14/1994,11/27/2007
1011,306,127,100g,1,1,05/02/2017,05/02/2017
1011,307,604,100g,1,1,11/14/1994,11/27/2007
1011,320,264,100g,2,1,12/12/2024,1/2/2009
1011,328,0.6,100g,1,1,05/02/2017,05/02/2017
1011,401,0,100g,1,1,11/14/1994,11/27/2007
1011,539,0,100g,4,4,04/01/2022,04/01/2022
1011,601,95,100g,1,1,11/14/1994,11/27/2007
1011,605,,100g,,1,09/20/1994,11/30/2006
1011,606,20.218,100g,1,1,11/14/1994,11/27/2007
1012,203,11.12,100g,1,1,01/31/1994,01/27/2009
1012,204,4.3,100g,1,1,01/31/1994,01/27/2009
1012,205,3.38,100g,3,1,01/31/1994,01/27/2009
1012,207,1.41,100g,1,1,01/31/1994,01/27/2009
1012,208,98,100g,3,1,01/31/1994,01/27/2009
1012,255,79.79,100g,1,1,01/31/1994,01/27/2009
1012,269,2.67,100g,1,1,12/23/2013,12/23/2013
1012,291,0,100g,3,1,01/31/1994,11/27/2007
1012,301,83,100g,1,1,01/31/1994,01/27/2009
1012,303,0.07,100g,1,1,01/31/1994,01/27/2009
1012,306,104,100g,1,1,05/02/2017,05/02/2017
1012,307,315,100g,,1,01/31/1994,02/13/2019
1012,320,37,100g,2,1,12/12/2024,1/2/2009
1012,328,0.1,100g,1,1,05/02/2017,05/02/2017
1012,401,0,100g,1,1,01/31/1994,11/27/2007
1012,539,0,100g,4,4,04/01/2022,04/01/2022
1012,601,17,100g,1,1,01/31/1994,01/27/2009
1012,605,,100g,,1,01/31/1994,06/15/2013
1012,606,1.718,100g,3,1,01/31/1994,01/27/2009
1013,203,10.69,100g,3,1,12/23/2013,12/23/2013
1013,204,3.85,100g,3,1,12/23/2013,12/23/2013
1013,205,4.61,100g,3,1,12/23/2013,12/23/2013
1013,207,1.2,100g,3,1,12/23/2013,12/23/2013
1013,208,97,100g,3,1,12/23/2013,12/23/2013
1013,255,79.64,100g,3,1,12/23/2013,12/23/2013
1013,269,2.38,100g,3,1,12/23/2013,12/23/2013
1013,291,0.2,100g,3,1,12/23/2013,12/23/2013
1013,301,53,100g,3,1,12/23/2013,12/23/2013
1013,303,0.16,100g,3,1,12/23/2013,12/23/2013
1013,306,90,100g,3,1,05/02/2017,05/02/2017
1013,307,344,100g,3,1,12/23/2013,12/23/2013
1013,320,38,100g,2,1,12/12/2024,1/1/2003
1013,328,0,100g,4,1,05/02/2017,05/02/2017
1013,401,1.4,100g,3,1,12/23/2013,12/23/2013
1013,539,0,100g,4,4,04/01/2022,04/01/2022
1013,601,13,100g,3,1,12/23/2013,12/23/2013
1013,605,,100g,,1,12/23/2013,12/23/2013
1013,606,2.311,100g,3,1,12/23/2013,06/19/2015
1014,203,10.34,100g,1,1,06/26/1995,01/27/2009
1014,204,0.29,100g,1,1,06/26/1995,01/27/2009
1014,205,6.66,100g,3,1,06/26/1995,01/27/2009
1014,207,1.71,100g,1,1,06/26/1995,01/27/2009
1014,208,72,100g,3,1,06/26/1995,01/27/2009
1014,255,81.01,100g,1,1,06/26/1995,01/27/2009
1014,269,1.85,100g,3,1,12/23/2013,12/23/2013
1014,291,0,100g,3,1,06/26/1995,11/27/2007
1014,301,86,100g,1,1,06/26/1995,01/27/2009
1014,303,0.15,100g,1,1,06/26/1995,01/27/2009
1014,306,137,100g,1,1,05/02/2017,05/02/2017
1014,307,372,100g,3,1,06/26/1995,12/26/2013
1014,320,2,100g,2,1,12/12/2024,1/5/2008
1014,328,0,100g,4,1,05/02/2017,05/02/2017
1014,401,0,100g,1,1,06/26/1995,11/27/2007
1014,539,0,100g,4,4,04/01/2022,04/01/2022
1014,601,7,100g,1,1,06/26/1995,01/27/2009
1014,605,,100g,,1,06/23/1995,11/30/2006
1014,606,0.169,100g,3,1,06/26/1995,01/27/2009
1015,203,10.45,100g,1,1,01/31/1994,01/07/2015
1015,204,2.27,100g,1,1,01/31/1994,01/07/2015
1015,205,4.76,100g,3,1,01/31/1994,01/07/2015
1015,207,1.27,100g,1,1,01/31/1994,01/07/2015
1015,208,81,100g,3,1,01/31/1994,01/07/2015
1015,255,81.24,100g,1,1,01/31/1994,06/19/2015
1015,269,4,100g,1,1,12/23/2013,01/07/2015
1015,291,0,100g,3,1,01/31/1994,11/27/2007
1015,301,111,100g,1,1,01/31/1994,01/07/2015
1015,303,0.13,100g,1,1,01/31/1994,01/07/2015
1015,306,125,100g,1,1,05/02/2017,05/02/2017
1015,307,308,100g,1,1,01/31/1994,01/07/2015
1015,320,68,100g,2,1,12/12/2024,1/2/2017
1015,328,0,100g,4,1,05/02/2017,05/02/2017
1015,401,0,100g,1,1,01/31/1994,11/27/2007
1015,539,0,100g,4,4,04/01/2022,04/01/2022
1015,601,12,100g,1,1,01/31/1994,01/07/2015
1015,605,0.067,100g,,1,01/31/1994,03/09/2016
1015,606,1.235,100g,3,1,01/31/1994,01/07/2015
1016,203,12.39,100g,1,1,01/31/1994,11/27/2007
1016,204,1.02,100g,1,1,01/31/1994,11/27/2007
1016,205,2.72,100g,3,1,01/31/1994,11/27/2007
1016,207,1.39,100g,1,1,01/31/1994,11/27/2007
1016,208,72,100g,3,1,01/31/1994,11/27/2007
1016,255,82.48,100g,1,1,01/31/1994,11/27/2007
1016,269,2.72,100g,3,1,12/23/2013,12/23/2013
1016,291,0,100g,3,1,01/31/1994,11/27/2007
1016,301,61,100g,1,1,01/31/1994,11/27/2007
1016,303,0.14,100g,1,1,01/31/1994,11/27/2007
1016,306,86,100g,1,1,05/02/2017,05/02/2017
1016,307,406,100g,1,1,01/31/1994,11/27/2007
1016,320,11,100g,2,1,12/12/2024,1/3/2006
1016,328,0,100g,4,1,05/02/2017,05/02/2017
1016,401,0,100g,1,1,01/31/1994,11/27/2007
1016,539,0,100g,4,4,04/01/2022,04/01/2022
1016,601,4,100g,1,1,01/31/1994,11/27/2007
1016,605,,100g,,1,01/31/1994,06/15/2013
1016,606,0.645,100g,1,1,01/31/1994,11/27/2007
1017,203,6.15,100g,1,1,01/31/1994,03/09/2016
1017,204,34.44,100g,1,1,01/31/1994,03/09/2016
1017,205,5.52,100g,3,1,01/31/1994,02/06/2016
1017,207,1.27,100g,1,1,01/31/1994,03/09/2016
1017,208,350,100g,3,1,01/31/1994,03/09/2016
1017,255,52.62,100g,1,1,01/31/1994,03/09/2016
1017,269,3.76,100g,1,1,12/23/2013,02/06/2016
1017,291,0,100g,3,1,01/31/1994,11/27/2007
1017,301,97,100g,1,1,01/31/1994,03/09/2016
1017,303,0.11,100g,1,1,01/31/1994,02/06/2016
1017,306,132,100g,1,1,05/02/2017,05/02/2017
1017,307,314,100g,1,1,01/31/1994,02/06/2016
1017,320,308,100g,1,1,12/12/2024,1/2/2015
1017,328,0,100g,1,1,05/02/2017,05/02/2017
1017,401,0,100g,1,1,01/31/1994,01/27/2009
1017,539,0,100g,4,4,04/01/2022,04/01/2022
1017,601,101,100g,1,1,01/31/1994,02/06/2016
1017,605,,100g,,1,01/31/1994,06/15/2013
1017,606,20.213,100g,3,1,01/31/1994,03/09/2016
1018,203,24.99,100g,1,1,12/23/2013,12/23/2013
1018,204,28.57,100g,,1,12/23/2013,02/13/2019
1018,205,1.43,100g,3,1,12/23/2013,12/23/2013
1018,207,4.22,100g,1,1,12/23/2013,12/23/2013
1018,208,357,100g,3,1,12/23/2013,12/23/2013
1018,255,41,100g,3,1,12/23/2013,02/13/2019
1018,269,0,100g,,1,12/23/2013,02/13/2019
1018,291,0,100g,3,1,12/23/2013,12/23/2013
1018,301,731,100g,1,1,12/23/2013,12/23/2013
1018,303,0.44,100g,1,1,12/23/2013,12/23/2013
1018,306,188,100g,1,1,05/02/2017,05/02/2017
1018,307,973,100g,,1,12/23/2013,02/13/2019
1018,320,243,100g,2,1,12/12/2024,1/2/2009
1018,328,0.5,100g,1,1,05/02/2017,05/02/2017
1018,401,0,100g,1,1,12/23/2013,12/23/2013
1018,539,0,100g,4,4,04/01/2022,04/01/2022
1018,601,89,100g,1,1,12/23/2013,12/23/2013
1018,605,,100g,,1,12/23/2013,12/23/2013
1018,606,18.67,100g,,1,12/23/2013,02/13/2019
1019,203,14.21,100g,1,1,09/30/1996,11/27/2007
1019,204,21.49,100g,,1,09/30/1996,02/13/2019
1019,205,3.88,100g,3,1,09/30/1996,02/13/2019
1019,207,5.2,100g,1,1,09/30/1996,11/27/2007
1019,208,265,100g,3,1,09/30/1996,02/13/2019
1019,255,55.22,100g,1,1,09/30/1996,11/27/2007
1019,269,0,100g,,1,12/23/2013,02/13/2019
1019,291,0,100g,3,1,09/30/1996,11/27/2007
1019,301,493,100g,1,1,09/30/1996,11/27/2007
1019,303,0.65,100g,1,1,09/30/1996,11/27/2007
1019,306,62,100g,1,1,05/02/2017,05/02/2017
1019,307,1139,100g,,1,09/30/1996,02/13/2019
1019,320,125,100g,2,1,12/12/2024,1/2/2009
1019,328,0.4,100g,1,1,05/02/2017,05/02/2017
1019,401,0,100g,1,1,09/30/1996,11/27/2007
1019,539,0,100g,4,4,04/01/2022,04/01/2022
1019,601,89,100g,1,1,09/30/1996,11/27/2007
1019,605,,100g,,1,09/30/1996,06/15/2013
1019,606,13.3,100g,,1,09/30/1996,02/13/2019
1020,203,25.6,100g,1,1,04/03/1998,11/27/2007
1020,204,31.14,100g,1,1,04/03/1998,11/27/2007
1020,205,1.55,100g,3,1,04/03/1998,11/27/2007
1020,207,3.79,100g,1,1,04/03/1998,11/27/2007
1020,208,389,100g,3,1,04/03/1998,11/27/2007
1020,255,37.92,100g,1,1,04/03/1998,11/27/2007
1020,269,1.55,100g,3,1,12/23/2013,12/23/2013
1020,291,0,100g,3,1,04/03/1998,11/27/2007
1020,301,550,100g,1,1,04/03/1998,11/27/2007
1020,303,0.23,100g,1,1,04/03/1998,11/27/2007
1020,306,64,100g,3,1,05/02/2017,05/02/2017
1020,307,800,100g,3,1,04/03/1998,11/27/2007
1020,320,261,100g,2,1,12/12/2024,1/2/2009
1020,328,0.6,100g,1,1,05/02/2017,05/02/2017
1020,401,0,100g,1,1,04/03/1998,11/27/2007
1020,539,0,100g,4,4,04/01/2022,04/01/2022
1020,601,116,100g,1,1,04/03/1998,11/27/2007
1020,605,,100g,,1,08/29/1997,11/30/2006
1020,606,19.196,100g,1,1,04/03/1998,11/27/2007
1021,203,9.65,100g,1,1,12/23/2013,12/23/2013
1021,204,29.51,100g,1,1,12/23/2013,12/23/2013
1021,205,42.65,100g,3,1,12/23/2013,12/23/2013
1021,207,4.75,100g,1,1,12/23/2013,12/23/2013
1021,208,466,100g,3,1,12/23/2013,12/23/2013
1021,255,13.44,100g,1,1,12/23/2013,12/23/2013
1021,269,,100g,,1,12/23/2013,12/23/2013
1021,291,0,100g,3,1,12/23/2013,12/23/2013
1021,301,400,100g,1,1,12/23/2013,12/23/2013
1021,303,0.52,100g,3,1,12/23/2013,12/23/2013
1021,306,1409,100g,3,1,05/02/2017,05/02/2017
1021,307,600,100g,1,1,12/23/2013,12/23/2013
1021,320,334,100g,2,1,12/12/2024,1/6/2002
1021,328,,100g,,1,05/02/2017,05/02/2017
1021,401,0,100g,1,1,12/23/2013,12/23/2013
1021,539,0,100g,4,4,04/01/2022,04/01/2022
1021,601,94,100g,3,1,12/23/2013,12/23/2013
1021,605,,100g,,1,12/23/2013,12/23/2013
1021,606,19.16,100g,1,1,12/23/2013,12/23/2013
1022,203,24.94,100g,1,1,09/30/1996,11/27/2007
1022,204,27.44,100g,1,1,09/30/1996,11/27/2007
1022,205,2.22,100g,3,1,09/30/1996,11/27/2007
1022,207,3.94,100g,1,1,09/30/1996,11/27/2007
1022,208,356,100g,3,1,09/30/1996,11/27/2007
1022,255,41.46,100g,1,1,09/30/1996,11/27/2007
1022,269,2.22,100g,3,1,12/23/2013,12/23/2013
1022,291,0,100g,3,1,09/30/1996,11/27/2007
1022,301,700,100g,1,1,09/30/1996,11/27/2007
1022,303,0.24,100g,1,1,09/30/1996,11/27/2007
1022,306,121,100g,1,1,05/02/2017,05/02/2017
1022,307,819,100g,1,1,09/30/1996,11/27/2007
1022,320,165,100g,2,1,12/12/2024,1/2/2009
1022,328,0.5,100g,1,1,05/02/2017,05/02/2017
1022,401,0,100g,1,1,09/30/1996,11/27/2007
1022,539,0,100g,4,4,04/01/2022,04/01/2022
1022,601,114,100g,1,1,09/30/1996,11/27/2007
1022,605,,100g,,1,09/30/1996,11/30/2006
1022,606,17.614,100g,1,1,09/30/1996,11/27/2007
1023,203,29.81,100g,1,1,04/03/1998,11/27/2007
1023,204,32.34,100g,1,1,04/03/1998,11/27/2007
1023,205,0.36,100g,3,1,04/03/1998,11/27/2007
1023,207,4.3,100g,1,1,04/03/1998,11/27/2007
1023,208,413,100g,3,1,04/03/1998,11/27/2007
1023,255,33.19,100g,1,1,04/03/1998,11/27/2007
1023,269,0.36,100g,3,1,12/23/2013,12/23/2013
1023,291,0,100g,3,1,04/03/1998,11/27/2007
1023,301,1011,100g,1,1,04/03/1998,11/27/2007
1023,303,0.17,100g,3,1,04/03/1998,11/27/2007
1023,306,81,100g,1,1,05/02/2017,05/02/2017
1023,307,714,100g,3,1,04/03/1998,12/26/2013
1023,320,271,100g,2,1,12/12/2024,1/2/2009
1023,328,0.6,100g,1,1,05/02/2017,05/02/2017
1023,401,0,100g,1,1,04/03/1998,11/27/2007
1023,539,0,100g,4,4,04/01/2022,04/01/2022
1023,601,110,100g,1,1,04/03/1998,11/27/2007
1023,605,,100g,,1,08/29/1997,11/30/2006
1023,606,18.913,100g,1,1,04/03/1998,11/27/2007
1024,203,20.05,100g,1,1,12/23/2013,12/23/2013
1024,204,27.25,100g,1,1,12/23/2013,12/23/2013
1024,205,0.49,100g,3,1,12/23/2013,12/23/2013
1024,207,3.79,100g,1,1,12/23/2013,12/23/2013
1024,208,327,100g,3,1,12/23/2013,12/23/2013
1024,255,48.42,100g,1,1,12/23/2013,12/23/2013
1024,269,0.49,100g,3,1,12/23/2013,12/23/2013
1024,291,0,100g,3,1,12/23/2013,12/23/2013
1024,301,497,100g,1,1,12/23/2013,12/23/2013
1024,303,0.13,100g,1,1,12/23/2013,12/23/2013
1024,306,128,100g,1,1,05/02/2017,05/02/2017
1024,307,800,100g,1,1,12/23/2013,12/23/2013
1024,320,340,100g,2,1,12/12/2024,1/2/2009
1024,328,0.5,100g,1,1,05/02/2017,05/02/2017
1024,401,0,100g,1,1,12/23/2013,12/23/2013
1024,539,0,100g,4,4,04/01/2022,04/01/2022
1024,601,90,100g,1,1,12/23/2013,12/23/2013
1024,605,,100g,,1,12/23/2013,12/23/2013
1024,606,16.746,100g,1,1,12/23/2013,06/19/2015
1025,203,24.48,100g,1,1,01/31/1994,11/27/2007
1025,204,30.28,100g,1,1,01/31/1994,11/27/2007
1025,205,0.68,100g,3,1,01/31/1994,11/27/2007
1025,207,3.55,100g,1,1,01/31/1994,11/27/2007
1025,208,373,100g,3,1,01/31/1994,11/27/2007
1025,255,41.01,100g,1,1,01/31/1994,11/27/2007
1025,269,0.5,100g,3,1,12/23/2013,12/23/2013
1025,291,0,100g,3,1,01/31/1994,11/27/2007
1025,301,746,100g,1,1,01/31/1994,11/27/2007
1025,303,0.72,100g,1,1,01/31/1994,11/27/2007
1025,306,81,100g,1,1,05/02/2017,05/02/2017
1025,307,600,100g,3,1,01/31/1994,12/26/2013
1025,320,198,100g,2,1,12/12/2024,1/2/2009
1025,328,0.6,100g,1,1,05/02/2017,05/02/2017
1025,401,0,100g,1,1,01/31/1994,11/27/2007
1025,539,0,100g,4,4,04/01/2022,04/01/2022
1025,601,89,100g,3,1,01/31/1994,11/27/2007
1025,605,,100g,,1,01/31/1994,11/30/2006
1025,606,19.066,100g,3,1,01/31/1994,11/27/2007
1026,203,22.17,100g,1,1,01/31/1994,11/27/2007
1026,204,22.14,100g,,1,01/31/1994,02/13/2019
1026,205,2.4,100g,3,1,01/31/1994,02/13/2019
1026,207,3.28,100g,1,1,01/31/1994,11/27/2007
1026,208,299,100g,3,1,01/31/1994,02/13/2019
1026,255,50.01,100g,1,1,01/31/1994,11/27/2007
1026,269,0,100g,,1,12/23/2013,02/13/2019
1026,291,0,100g,3,1,01/31/1994,11/27/2007
1026,301,505,100g,1,1,01/31/1994,11/27/2007
1026,303,0.44,100g,1,1,01/31/1994,11/27/2007
