Cn Code,Nutrient code,Nutrient value,Per unit,Value type code,Source code,Date added,Last modified
16147,203,15.7,100g,1,1,12/23/2013,12/23/2013
16147,204,6.3,100g,1,1,12/23/2013,12/23/2013
16147,205,14.27,100g,3,1,12/23/2013,12/23/2013
16147,207,2.52,100g,1,1,12/23/2013,12/23/2013
16147,208,177,100g,3,1,12/23/2013,12/23/2013
16147,255,61.21,100g,1,1,12/23/2013,12/23/2013
16147,269,1.07,100g,1,1,12/23/2013,12/23/2013
16147,291,4.9,100g,1,1,12/23/2013,12/23/2013
16147,301,136,100g,1,1,12/23/2013,12/23/2013
16147,303,2.41,100g,1,1,12/23/2013,12/23/2013
16147,306,333,100g,1,1,05/02/2017,05/02/2017
16147,307,569,100g,1,1,12/23/2013,12/23/2013
16147,320,1,100g,2,1,12/12/2024,1/8/2007
16147,328,0,100g,4,1,05/02/2017,05/02/2017
16147,401,4.5,100g,1,1,12/23/2013,12/23/2013
16147,539,,100g,,1,04/01/2022,04/01/2022
16147,601,5,100g,1,1,12/23/2013,12/23/2013
16147,605,,100g,,1,12/23/2013,12/23/2013
16147,606,1.44,100g,3,1,12/23/2013,12/23/2013
16149,203,24.8,100g,,1,12/23/2013,12/23/2013
16149,204,54.89,100g,,1,12/23/2013,12/23/2013
16149,205,14.23,100g,3,1,12/23/2013,12/23/2013
16149,207,4.15,100g,,1,12/23/2013,12/23/2013
16149,208,650,100g,3,1,12/23/2013,12/23/2013
16149,255,1.93,100g,,1,12/23/2013,12/23/2013
16149,269,6.35,100g,,1,12/23/2013,02/06/2016
16149,291,7.8,100g,,1,12/23/2013,12/23/2013
16149,301,72,100g,,1,12/23/2013,12/23/2013
16149,303,2.84,100g,,1,12/23/2013,12/23/2013
16149,306,818,100g,3,1,05/02/2017,05/02/2017
16149,307,292,100g,,1,12/23/2013,02/06/2016
16149,320,0,100g,2,1,12/12/2024,1/4/2007
16149,328,0,100g,4,1,05/02/2017,05/02/2017
16149,401,0,100g,,1,12/23/2013,12/23/2013
16149,539,,100g,,1,04/01/2022,04/01/2022
16149,601,0,100g,,1,12/23/2013,12/23/2013
16149,605,0.16,100g,,1,12/23/2013,12/23/2013
16149,606,10.22,100g,,1,12/23/2013,12/23/2013
16150,203,25.9,100g,1,1,12/23/2013,12/23/2013
16150,204,34,100g,1,1,12/23/2013,12/23/2013
16150,205,35.65,100g,3,1,12/23/2013,12/23/2013
16150,207,3.25,100g,3,1,12/23/2013,12/23/2013
16150,208,520,100g,3,1,12/23/2013,12/23/2013
16150,255,1.2,100g,1,1,12/23/2013,12/23/2013
16150,269,9.28,100g,3,1,12/23/2013,12/23/2013
16150,291,5.2,100g,1,1,12/23/2013,12/23/2013
16150,301,35,100g,1,1,12/23/2013,12/23/2013
16150,303,1.9,100g,1,1,12/23/2013,12/23/2013
16150,306,669,100g,3,1,05/02/2017,05/02/2017
16150,307,540,100g,1,1,12/23/2013,12/23/2013
16150,320,0,100g,2,1,12/12/2024,1/2/2010
16150,328,0,100g,4,1,05/02/2017,05/02/2017
16150,401,0,100g,3,1,12/23/2013,12/23/2013
16150,539,,100g,,1,04/01/2022,04/01/2022
16150,601,0,100g,4,1,12/23/2013,12/23/2013
16150,605,,100g,,1,12/23/2013,12/23/2013
16150,606,5.76,100g,3,1,12/23/2013,12/23/2013
16155,203,25.72,100g,,1,12/23/2013,12/23/2013
16155,204,50.81,100g,,1,12/23/2013,12/23/2013
16155,205,18.75,100g,3,1,12/23/2013,12/23/2013
16155,207,3.25,100g,3,1,12/23/2013,12/23/2013
16155,208,591,100g,3,1,12/23/2013,12/23/2013
16155,255,1.47,100g,3,1,12/23/2013,12/23/2013
16155,269,10.47,100g,,1,12/23/2013,12/23/2013
16155,291,5.6,100g,,1,12/23/2013,12/23/2013
16155,301,43,100g,3,1,12/23/2013,12/23/2013
16155,303,16.6,100g,,1,12/23/2013,12/23/2013
16155,306,667,100g,,1,05/02/2017,05/02/2017
16155,307,420,100g,,1,12/23/2013,12/23/2013
16155,320,1172,100g,2,1,12/12/2024,1/2/2010
16155,328,0,100g,4,1,05/02/2017,05/02/2017
16155,401,0,100g,,1,12/23/2013,12/23/2013
16155,539,,100g,,1,04/01/2022,04/01/2022
16155,601,0,100g,4,1,12/23/2013,12/23/2013
16155,605,,100g,,1,12/23/2013,12/23/2013
16155,606,10.125,100g,3,1,12/23/2013,06/19/2015
16156,203,26.06,100g,,1,12/23/2013,12/23/2013
16156,204,51.47,100g,,1,12/23/2013,12/23/2013
16156,205,17.69,100g,3,1,12/23/2013,12/23/2013
16156,207,3.3,100g,3,1,12/23/2013,12/23/2013
16156,208,593,100g,3,1,12/23/2013,12/23/2013
16156,255,1.48,100g,3,1,12/23/2013,12/23/2013
16156,269,10.94,100g,,1,12/23/2013,12/23/2013
16156,291,5.7,100g,,1,12/23/2013,12/23/2013
16156,301,45,100g,3,1,12/23/2013,12/23/2013
16156,303,17.5,100g,,1,12/23/2013,12/23/2013
16156,306,744,100g,3,1,05/02/2017,05/02/2017
16156,307,366,100g,,1,12/23/2013,12/23/2013
16156,320,1172,100g,2,1,12/12/2024,1/2/2010
16156,328,0,100g,4,1,05/02/2017,05/02/2017
16156,401,0,100g,,1,12/23/2013,12/23/2013
16156,539,,100g,,1,04/01/2022,04/01/2022
16156,601,0,100g,4,1,12/23/2013,12/23/2013
16156,605,,100g,,1,12/23/2013,12/23/2013
16156,606,7.972,100g,3,1,12/23/2013,06/19/2015
16157,203,22.39,100g,1,1,08/29/1997,11/27/2007
16157,204,6.69,100g,1,1,08/29/1997,11/27/2007
16157,205,57.82,100g,3,1,08/29/1997,11/27/2007
16157,207,2.82,100g,1,1,08/29/1997,11/27/2007
16157,208,387,100g,3,1,08/29/1997,11/27/2007
16157,255,10.28,100g,1,1,08/29/1997,11/27/2007
16157,269,10.85,100g,3,1,12/23/2013,12/23/2013
16157,291,10.8,100g,1,1,08/29/1997,11/27/2007
16157,301,45,100g,1,1,08/29/1997,11/27/2007
16157,303,4.86,100g,1,1,08/29/1997,11/27/2007
16157,306,846,100g,1,1,05/02/2017,05/02/2017
16157,307,64,100g,1,1,08/29/1997,11/27/2007
16157,320,2,100g,2,1,12/12/2024,1/2/2003
16157,328,0,100g,4,1,05/02/2017,05/02/2017
16157,401,0,100g,4,1,08/29/1997,11/27/2007
16157,539,,100g,,1,04/01/2022,04/01/2022
16157,601,0,100g,4,1,08/29/1997,11/27/2007
16157,605,0,100g,,1,08/29/1997,03/09/2016
16157,606,0.693,100g,3,1,08/29/1997,11/27/2007
16158,203,7.78,100g,1,1,08/29/1997,02/13/2019
16158,204,17.82,100g,1,1,08/29/1997,02/13/2019
16158,205,15,100g,3,1,08/29/1997,02/13/2019
16158,207,2,100g,1,1,08/29/1997,02/13/2019
16158,208,237,100g,3,1,08/29/1997,02/13/2019
16158,255,57.4,100g,1,1,08/29/1997,02/13/2019
16158,269,,100g,,1,08/29/1997,11/30/2006
16158,291,5.5,100g,1,1,08/29/1997,02/13/2019
16158,301,47,100g,1,1,08/29/1997,02/13/2019
16158,303,2.54,100g,1,1,08/29/1997,02/13/2019
16158,306,312,100g,1,1,05/02/2017,02/13/2019
16158,307,426,100g,1,1,08/29/1997,02/13/2019
16158,320,1,100g,1,1,12/12/2024,1/12/2016
16158,328,0,100g,4,1,05/02/2017,05/02/2017
16158,401,0,100g,1,1,08/29/1997,02/13/2019
16158,539,,100g,,1,04/01/2022,04/01/2022
16158,601,0,100g,4,1,08/29/1997,11/27/2007
16158,605,,100g,,1,08/29/1997,11/30/2006
16158,606,2.562,100g,3,1,07/15/2004,02/13/2019
16159,203,9.98,100g,1,1,12/23/2013,03/09/2016
16159,204,5.26,100g,1,1,12/23/2013,02/06/2016
16159,205,1.18,100g,3,1,12/23/2013,02/06/2016
16159,207,1.28,100g,1,1,12/23/2013,02/06/2016
16159,208,83,100g,3,1,12/23/2013,02/06/2016
16159,255,82.31,100g,1,1,12/23/2013,03/09/2016
16159,269,0.71,100g,3,1,12/23/2013,02/06/2016
16159,291,1,100g,3,1,12/23/2013,02/06/2016
16159,301,282,100g,1,1,12/23/2013,02/06/2016
16159,303,2.04,100g,1,1,12/23/2013,02/06/2016
16159,306,130,100g,1,1,05/02/2017,05/02/2017
16159,307,4,100g,1,1,12/23/2013,02/06/2016
16159,320,0,100g,1,1,12/12/2024,1/12/2003
16159,328,0,100g,4,1,05/02/2017,05/02/2017
16159,401,0,100g,4,1,12/23/2013,02/06/2016
16159,539,,100g,,1,04/01/2022,04/01/2022
16159,601,0,100g,4,1,12/23/2013,12/23/2013
16159,605,0,100g,,1,12/23/2013,03/09/2016
16159,606,0.919,100g,3,1,12/23/2013,02/06/2016
16160,203,12.68,100g,1,1,12/23/2013,12/23/2013
16160,204,9.99,100g,1,1,12/23/2013,12/23/2013
16160,205,4.39,100g,3,1,12/23/2013,12/23/2013
16160,207,1.82,100g,1,1,12/23/2013,12/23/2013
16160,208,145,100g,3,1,12/23/2013,03/09/2016
16160,255,71.12,100g,1,1,12/23/2013,12/23/2013
16160,269,,100g,,1,12/23/2013,12/23/2013
16160,291,0.6,100g,1,1,12/23/2013,12/23/2013
16160,301,345,100g,1,1,12/23/2013,12/23/2013
16160,303,2.75,100g,1,1,12/23/2013,12/23/2013
16160,306,146,100g,1,1,05/02/2017,05/02/2017
16160,307,2,100g,1,1,12/23/2013,12/23/2013
16160,320,,100g,,1,12/12/2024,12/12/2024
16160,328,0,100g,4,1,05/02/2017,05/02/2017
16160,401,0.3,100g,1,1,12/23/2013,12/23/2013
16160,539,,100g,,1,04/01/2022,04/01/2022
16160,601,0,100g,4,1,12/23/2013,12/23/2013
16160,605,0,100g,,1,12/23/2013,03/09/2016
16160,606,1.445,100g,3,1,12/23/2013,06/19/2015
16166,203,2.26,100g,,1,12/23/2013,12/23/2013
16166,204,1.53,100g,,1,12/23/2013,12/23/2013
16166,205,9.95,100g,3,1,12/23/2013,12/23/2013
16166,207,0.65,100g,3,1,12/23/2013,12/23/2013
16166,208,63,100g,3,1,12/23/2013,12/23/2013
16166,255,85.61,100g,3,1,12/23/2013,12/23/2013
16166,269,7.86,100g,,1,12/23/2013,12/23/2013
16166,291,0.4,100g,,1,12/23/2013,12/23/2013
16166,301,25,100g,3,1,12/23/2013,12/23/2013
16166,303,0.48,100g,,1,12/23/2013,12/23/2013
16166,306,143,100g,,1,05/02/2017,05/02/2017
16166,307,53,100g,,1,12/23/2013,12/23/2013
16166,320,0,100g,2,1,12/12/2024,1/8/2007
16166,328,0,100g,4,1,05/02/2017,05/02/2017
16166,401,1.7,100g,,1,12/23/2013,12/23/2013
16166,539,,100g,,1,04/01/2022,04/01/2022
16166,601,0,100g,,1,12/23/2013,12/23/2013
16166,605,0,100g,,1,12/23/2013,12/23/2013
16166,606,0.24,100g,,1,12/23/2013,12/23/2013
16167,203,21.93,100g,1,1,07/15/2004,11/27/2007
16167,204,49.54,100g,1,1,07/15/2004,11/27/2007
16167,205,23.98,100g,3,1,07/15/2004,11/27/2007
16167,207,3,100g,1,1,07/15/2004,11/27/2007
16167,208,588,100g,3,1,07/15/2004,11/27/2007
16167,255,1.55,100g,1,1,07/15/2004,11/27/2007
16167,269,6.5,100g,3,1,12/23/2013,12/23/2013
16167,291,5.7,100g,1,1,07/15/2004,11/27/2007
16167,301,54,100g,1,1,07/15/2004,11/27/2007
16167,303,2.16,100g,1,1,07/15/2004,11/27/2007
16167,306,592,100g,1,1,05/02/2017,05/02/2017
16167,307,476,100g,1,1,07/15/2004,11/27/2007
16167,320,0,100g,2,1,12/12/2024,1/11/2009
16167,328,0,100g,4,1,05/02/2017,05/02/2017
16167,401,0,100g,1,1,07/15/2004,11/27/2007
16167,539,,100g,,1,04/01/2022,04/01/2022
16167,601,0,100g,4,1,07/15/2004,11/27/2007
16167,605,0,100g,,1,07/15/2004,03/09/2016
16167,606,9.519,100g,3,1,07/15/2004,11/27/2007
16168,203,2.26,100g,,1,12/03/2007,12/03/2007
16168,204,1.53,100g,,1,12/03/2007,12/03/2007
16168,205,9.95,100g,3,1,12/03/2007,12/03/2007
16168,207,0.65,100g,3,1,12/03/2007,12/03/2007
16168,208,63,100g,3,1,12/03/2007,12/03/2007
16168,255,85.61,100g,3,1,12/03/2007,12/03/2007
16168,269,7.86,100g,,1,12/23/2013,12/23/2013
16168,291,0.4,100g,,1,12/03/2007,12/03/2007
16168,301,126,100g,,1,12/03/2007,12/03/2007
16168,303,0.48,100g,,1,12/03/2007,12/03/2007
16168,306,143,100g,,1,05/02/2017,05/02/2017
16168,307,53,100g,,1,12/03/2007,12/03/2007
16168,320,70,100g,2,1,12/12/2024,1/6/2009
16168,328,1,100g,1,1,05/02/2017,05/02/2017
16168,401,1.7,100g,,1,12/03/2007,12/03/2007
16168,539,,100g,,1,04/01/2022,04/01/2022
16168,601,0,100g,,1,12/03/2007,12/03/2007
16168,605,0,100g,,1,12/03/2007,12/03/2007
16168,606,0.24,100g,,1,12/03/2007,12/03/2007
16171,203,5.28,100g,1,1,12/23/2013,12/23/2013
16171,204,0.87,100g,1,1,12/23/2013,12/23/2013
16171,205,13.5,100g,3,1,12/23/2013,12/23/2013
16171,207,1.95,100g,1,1,12/23/2013,12/23/2013
16171,208,83,100g,3,1,12/23/2013,12/23/2013
16171,255,78.39,100g,1,1,12/23/2013,12/23/2013
16171,269,0.59,100g,1,1,12/23/2013,12/23/2013
16171,291,4.7,100g,1,1,12/23/2013,12/23/2013
16171,301,35,100g,1,1,12/23/2013,12/23/2013
16171,303,1.7,100g,1,1,12/23/2013,12/23/2013
16171,306,344,100g,1,1,05/02/2017,05/02/2017
16171,307,430,100g,1,1,12/23/2013,12/23/2013
16171,320,,100g,,1,12/12/2024,12/12/2024
16171,328,,100g,,1,05/02/2017,05/02/2017
16171,401,,100g,,1,12/23/2013,12/23/2013
16171,539,,100g,,1,04/01/2022,04/01/2022
16171,601,,100g,,1,12/23/2013,12/23/2013
16171,605,0.003,100g,3,1,12/23/2013,12/23/2013
16171,606,0.142,100g,3,1,12/23/2013,06/19/2015
16172,203,5.34,100g,1,1,12/23/2013,12/23/2013
16172,204,0.45,100g,1,1,12/23/2013,12/23/2013
16172,205,13.5,100g,3,1,12/23/2013,12/23/2013
16172,207,2.01,100g,1,1,12/23/2013,12/23/2013
16172,208,79,100g,3,1,12/23/2013,12/23/2013
16172,255,78.69,100g,1,1,12/23/2013,12/23/2013
16172,269,0.61,100g,1,1,12/23/2013,12/23/2013
16172,291,4.7,100g,1,1,12/23/2013,12/23/2013
16172,301,34,100g,1,1,12/23/2013,12/23/2013
16172,303,1.62,100g,1,1,12/23/2013,12/23/2013
16172,306,344,100g,1,1,05/02/2017,05/02/2017
16172,307,350,100g,,1,12/23/2013,02/13/2019
16172,320,0,100g,2,1,12/12/2024,1/8/2009
16172,328,0,100g,4,1,05/02/2017,05/02/2017
16172,401,0.9,100g,3,1,12/23/2013,12/23/2013
16172,539,,100g,,1,04/01/2022,04/01/2022
16172,601,0,100g,4,1,12/23/2013,12/23/2013
16172,605,0,100g,3,1,12/23/2013,12/23/2013
16172,606,0.093,100g,3,1,12/23/2013,06/19/2015
16173,203,5,100g,1,1,12/23/2013,12/23/2013
16173,204,6.93,100g,1,1,12/23/2013,12/23/2013
16173,205,15.47,100g,3,1,12/23/2013,12/23/2013
16173,207,1.89,100g,1,1,12/23/2013,12/23/2013
16173,208,144,100g,3,1,12/23/2013,12/23/2013
16173,255,70.71,100g,1,1,12/23/2013,12/23/2013
16173,269,,100g,,1,12/23/2013,12/23/2013
16173,291,4.7,100g,1,1,12/23/2013,12/23/2013
16173,301,33,100g,1,1,12/23/2013,12/23/2013
16173,303,1.95,100g,1,1,12/23/2013,12/23/2013
16173,306,310,100g,1,1,05/02/2017,05/02/2017
16173,307,375,100g,1,1,12/23/2013,12/23/2013
16173,320,,100g,,1,12/12/2024,12/12/2024
16173,328,,100g,,1,05/02/2017,05/02/2017
16173,401,,100g,,1,12/23/2013,12/23/2013
16173,539,,100g,,1,04/01/2022,04/01/2022
16173,601,,100g,,1,12/23/2013,12/23/2013
16173,605,0.171,100g,3,1,12/23/2013,06/19/2015
16173,606,0.926,100g,3,1,12/23/2013,06/19/2015
16174,203,19.91,100g,1,1,12/23/2013,02/06/2016
16174,204,11.38,100g,1,1,12/23/2013,12/23/2013
16174,205,7.62,100g,3,1,12/23/2013,02/06/2016
16174,207,1.53,100g,1,1,12/23/2013,12/23/2013
16174,208,195,100g,3,1,12/23/2013,03/09/2016
16174,255,59.56,100g,1,1,12/23/2013,12/23/2013
16174,269,,100g,,1,12/23/2013,12/23/2013
16174,291,,100g,,1,12/23/2013,12/23/2013
16174,301,96,100g,1,1,12/23/2013,12/23/2013
16174,303,2.13,100g,1,1,12/23/2013,12/23/2013
16174,306,401,100g,1,1,05/02/2017,05/02/2017
16174,307,14,100g,1,1,12/23/2013,12/23/2013
16174,320,,100g,,1,12/12/2024,12/12/2024
16174,328,0,100g,4,1,05/02/2017,05/02/2017
16174,401,,100g,,1,12/23/2013,12/23/2013
16174,539,,100g,,1,04/01/2022,04/01/2022
16174,601,,100g,,1,12/23/2013,12/23/2013
16174,605,0,100g,,1,12/23/2013,03/09/2016
16174,606,3.4,100g,3,1,12/23/2013,12/23/2013
16222,203,2.86,100g,,1,12/03/2007,12/03/2007
16222,204,1.61,100g,,1,12/03/2007,12/03/2007
16222,205,1.74,100g,3,1,12/03/2007,12/03/2007
16222,207,0.64,100g,3,1,12/03/2007,12/03/2007
16222,208,33,100g,3,1,12/03/2007,12/03/2007
16222,255,93.14,100g,3,1,12/03/2007,12/03/2007
16222,269,0.41,100g,,1,12/23/2013,12/23/2013
16222,291,0.5,100g,,1,12/03/2007,12/03/2007
16222,301,124,100g,,1,12/03/2007,12/03/2007
16222,303,0.46,100g,,1,12/03/2007,12/03/2007
16222,306,120,100g,,1,05/02/2017,05/02/2017
16222,307,37,100g,,1,12/03/2007,12/03/2007
16222,320,,100g,,1,12/12/2024,12/12/2024
16222,328,1.2,100g,,1,05/02/2017,05/02/2017
16222,401,0,100g,,1,12/03/2007,12/03/2007
16222,539,,100g,,1,04/01/2022,04/01/2022
16222,601,0,100g,,1,12/03/2007,12/03/2007
16222,605,0,100g,,1,12/03/2007,12/03/2007
16222,606,0.206,100g,,1,12/03/2007,12/03/2007
16223,203,2.94,100g,,1,12/03/2007,12/03/2007
16223,204,1.99,100g,,1,12/03/2007,12/03/2007
16223,205,3.45,100g,,1,12/03/2007,12/03/2007
16223,207,0.64,100g,3,1,12/03/2007,12/03/2007
16223,208,45,100g,,1,12/03/2007,12/03/2007
16223,255,90.98,100g,3,1,12/03/2007,12/03/2007
16223,269,2.53,100g,,1,12/23/2013,12/23/2013
16223,291,0.4,100g,,1,12/03/2007,12/03/2007
16223,301,140,100g,,1,12/03/2007,12/03/2007
16223,303,0.49,100g,,1,12/03/2007,12/03/2007
16223,306,141,100g,,1,05/02/2017,05/02/2017
16223,307,50,100g,,1,12/03/2007,12/03/2007
16223,320,,100g,,1,12/12/2024,12/12/2024
16223,328,1.2,100g,,1,05/02/2017,05/02/2017
16223,401,7.2,100g,,1,12/03/2007,12/03/2007
16223,539,,100g,,1,04/01/2022,04/01/2022
16223,601,0,100g,,1,12/03/2007,12/03/2007
16223,605,0,100g,,1,12/03/2007,12/03/2007
16223,606,0.206,100g,,1,12/03/2007,12/03/2007
16225,203,2.38,100g,,1,12/03/2007,12/03/2007
16225,204,0.77,100g,,1,12/03/2007,12/03/2007
16225,205,3.51,100g,,1,12/03/2007,12/03/2007
16225,207,0.64,100g,3,1,12/03/2007,12/03/2007
16225,208,30,100g,,1,12/03/2007,01/04/2010
16225,255,92.69,100g,3,1,12/03/2007,12/03/2007
16225,269,2.61,100g,,1,12/23/2013,12/23/2013
16225,291,0.3,100g,,1,12/03/2007,12/03/2007
16225,301,123,100g,,1,12/03/2007,12/03/2007
16225,303,0.43,100g,,1,12/03/2007,12/03/2007
16225,306,117,100g,,1,05/02/2017,05/02/2017
16225,307,48,100g,,1,12/03/2007,12/03/2007
16225,320,61,100g,2,1,12/12/2024,1/5/2009
16225,328,1.2,100g,,1,05/02/2017,05/02/2017
16225,401,0,100g,,1,12/03/2007,12/03/2007
16225,539,,100g,,1,04/01/2022,04/01/2022
16225,601,0,100g,,1,12/03/2007,12/03/2007
16225,605,0,100g,,1,12/03/2007,12/03/2007
16225,606,0.005,100g,,1,12/03/2007,12/03/2007
16227,203,2.1,100g,,1,12/03/2007,12/03/2007
16227,204,0.64,100g,,1,12/03/2007,12/03/2007
16227,205,8.24,100g,,1,12/03/2007,12/03/2007
16227,207,0.64,100g,3,1,12/03/2007,12/03/2007
16227,208,47,100g,,1,12/03/2007,01/04/2010
16227,255,88.38,100g,3,1,12/03/2007,12/03/2007
16227,269,7.13,100g,,1,12/23/2013,12/23/2013
16227,291,0.7,100g,,1,12/03/2007,12/03/2007
16227,301,123,100g,,1,12/03/2007,12/03/2007
16227,303,0.59,100g,,1,12/03/2007,12/03/2007
16227,306,144,100g,,1,05/02/2017,05/02/2017
16227,307,46,100g,,1,12/03/2007,12/03/2007
16227,320,61,100g,2,1,12/12/2024,1/4/2009
16227,328,1.2,100g,,1,05/02/2017,05/02/2017
16227,401,0,100g,,1,12/03/2007,12/03/2007
16227,539,,100g,,1,04/01/2022,04/01/2022
16227,601,0,100g,,1,12/03/2007,12/03/2007
16227,605,0,100g,,1,12/03/2007,12/03/2007
16227,606,0.032,100g,,1,12/03/2007,12/03/2007
16228,203,2.62,100g,,1,12/03/2007,12/03/2007
16228,204,0.85,100g,,1,12/03/2007,12/03/2007
16228,205,3.85,100g,,1,12/03/2007,12/03/2007
16228,207,0.64,100g,3,1,12/03/2007,12/03/2007
16228,208,34,100g,3,1,12/03/2007,12/03/2007
16228,255,92.03,100g,3,1,12/03/2007,12/03/2007
16228,269,0.41,100g,,1,12/23/2013,12/23/2013
16228,291,0.6,100g,,1,12/03/2007,12/03/2007
16228,301,123,100g,,1,12/03/2007,12/03/2007
16228,303,0.46,100g,,1,12/03/2007,12/03/2007
16228,306,117,100g,,1,05/02/2017,05/02/2017
16228,307,63,100g,,1,12/03/2007,12/03/2007
16228,320,,100g,,1,12/12/2024,12/12/2024
16228,328,1,100g,,1,05/02/2017,05/02/2017
16228,401,0,100g,,1,12/03/2007,12/03/2007
16228,539,,100g,,1,04/01/2022,04/01/2022
16228,601,0,100g,,1,12/03/2007,12/03/2007
16228,605,0,100g,,1,12/03/2007,12/03/2007
16228,606,0.078,100g,,1,12/03/2007,12/03/2007
16229,203,1.65,100g,,1,12/03/2007,12/03/2007
16229,204,0.62,100g,,1,12/03/2007,12/03/2007
16229,205,7.2,100g,,1,12/03/2007,12/03/2007
16229,207,0.64,100g,3,1,12/03/2007,12/03/2007
16229,208,43,100g,,1,12/03/2007,01/04/2010
16229,255,89.89,100g,3,1,12/03/2007,12/03/2007
16229,269,3.5,100g,,1,12/23/2013,12/23/2013
16229,291,0.8,100g,,1,12/03/2007,12/03/2007
16229,301,82,100g,,1,12/03/2007,12/03/2007
16229,303,0.44,100g,,1,12/03/2007,12/03/2007
16229,306,64,100g,,1,05/02/2017,05/02/2017
16229,307,37,100g,,1,12/03/2007,12/03/2007
16229,320,62,100g,1,1,12/12/2024,1/5/2009
16229,328,1,100g,1,1,05/02/2017,05/02/2017
16229,401,0,100g,,1,12/03/2007,12/03/2007
16229,539,,100g,,1,04/01/2022,04/01/2022
16229,601,0,100g,,1,12/03/2007,12/03/2007
16229,605,0,100g,,1,12/03/2007,12/03/2007
16229,606,0,100g,,1,12/03/2007,12/03/2007
16230,203,2.47,100g,,1,12/03/2007,12/03/2007
16230,204,0.04,100g,3,1,12/03/2007,01/04/2010
16230,205,4.14,100g,,1,12/03/2007,01/04/2010
16230,207,0.64,100g,3,1,12/03/2007,12/03/2007
16230,208,28,100g,,1,12/03/2007,01/04/2010
16230,255,92.67,100g,3,1,12/03/2007,12/03/2007
16230,269,3.65,100g,,1,12/23/2013,12/23/2013
16230,291,0.2,100g,,1,12/03/2007,12/03/2007
16230,301,116,100g,,1,12/03/2007,12/03/2007
16230,303,0.35,100g,,1,12/03/2007,12/03/2007
16230,306,105,100g,,1,05/02/2017,05/02/2017
16230,307,57,100g,,1,12/03/2007,12/03/2007
16230,320,61,100g,2,1,12/12/2024,1/10/2008
16230,328,1,100g,,1,05/02/2017,05/02/2017
16230,401,0,100g,,1,12/03/2007,12/03/2007
16230,539,,100g,,1,04/01/2022,04/01/2022
16230,601,0,100g,,1,12/03/2007,12/03/2007
16230,605,0,100g,,1,12/03/2007,12/03/2007
16230,606,0,100g,,1,12/03/2007,12/03/2007
16231,203,2.47,100g,,1,01/04/2010,01/04/2010
16231,204,0.04,100g,,1,01/04/2010,01/04/2010
16231,205,8.51,100g,3,1,01/04/2010,01/04/2010
16231,207,0.64,100g,3,1,01/04/2010,01/04/2010
16231,208,44,100g,3,1,01/04/2010,01/04/2010
16231,255,88.38,100g,3,1,01/04/2010,01/04/2010
16231,269,3.65,100g,,1,12/23/2013,12/23/2013
16231,291,0.2,100g,,1,01/04/2010,01/04/2010
16231,301,116,100g,,1,01/04/2010,01/04/2010
16231,303,0.35,100g,,1,01/04/2010,01/04/2010
16231,306,105,100g,,1,05/02/2017,05/02/2017
16231,307,57,100g,,1,01/04/2010,01/04/2010
16231,320,61,100g,2,1,12/12/2024,1/4/2009
16231,328,1,100g,3,1,05/02/2017,05/02/2017
16231,401,0,100g,,1,01/04/2010,01/04/2010
16231,539,,100g,,1,04/01/2022,04/01/2022
16231,601,0,100g,,1,01/04/2010,01/04/2010
16231,605,0,100g,,1,01/04/2010,01/04/2010
16231,606,0,100g,,1,01/04/2010,01/04/2010
16302,203,7.52,100g,1,1,12/23/2013,12/23/2013
16302,204,0.1,100g,1,1,12/23/2013,12/23/2013
16302,205,24.77,100g,3,1,12/23/2013,12/23/2013
16302,207,1.33,100g,1,1,12/23/2013,12/23/2013
16302,208,128,100g,3,1,12/23/2013,12/23/2013
16302,255,66.29,100g,1,1,12/23/2013,12/23/2013
16302,269,,100g,,1,12/23/2013,12/23/2013
16302,291,7.3,100g,3,1,12/23/2013,12/23/2013
16302,301,28,100g,1,1,12/23/2013,12/23/2013
16302,303,2,100g,1,1,12/23/2013,12/23/2013
16302,306,532,100g,1,1,05/02/2017,05/02/2017
16302,307,244,100g,1,1,12/23/2013,12/23/2013
16302,320,0,100g,1,1,12/12/2024,1/6/2002
16302,328,0,100g,4,1,05/02/2017,05/02/2017
16302,401,0,100g,1,1,12/23/2013,12/23/2013
16302,539,0,100g,4,4,04/01/2022,04/01/2022
16302,601,0,100g,1,1,12/23/2013,12/23/2013
16302,605,0,100g,,1,12/23/2013,03/09/2016
16302,606,0.036,100g,3,1,12/23/2013,01/07/2015
16315,203,8.86,100g,1,1,09/30/1996,11/27/2007
16315,204,0.54,100g,1,1,09/30/1996,11/27/2007
16315,205,23.71,100g,3,1,09/30/1996,11/27/2007
16315,207,1.15,100g,1,1,09/30/1996,11/27/2007
16315,208,132,100g,3,1,09/30/1996,11/27/2007
16315,255,65.74,100g,1,1,09/30/1996,11/27/2007
16315,269,0.32,100g,,1,09/30/1996,03/09/2016
16315,291,8.7,100g,3,1,09/30/1996,11/27/2007
16315,301,27,100g,1,1,09/30/1996,11/27/2007
16315,303,2.1,100g,1,1,09/30/1996,11/27/2007
16315,306,355,100g,1,1,05/02/2017,05/02/2017
16315,307,237,100g,1,1,09/30/1996,11/27/2007
16315,320,0,100g,1,1,12/12/2024,1/6/2002
16315,328,0,100g,4,1,05/02/2017,05/02/2017
16315,401,0,100g,1,1,09/30/1996,11/27/2007
16315,539,0,100g,4,4,04/01/2022,04/01/2022
