Food category code,Descriptor,Abbreviated descriptor,Cn code,Gtin,Product code,Brand owner name,Brand name,FNS Material Number,Source code,Date added,Last modified,Discontinued date,Form of food,Fdc id,Gpc product code
9,"Pineapple, canned, light syrup pack, solids and liquids","PINEAPPLE,CND,LT SYRUP PK,SOL&LIQUIDS",9269,,,,,,1,01/31/1994,01/04/2010,,,,
9,"Pineapple, canned, heavy syrup pack, solids and liquids","PINEAPPLE,CND,HVY SYRUP PK,SOL&LIQUIDS",9270,,,,,,1,01/31/1994,11/30/2006,,,,
9,"Pineapple, canned, extra heavy syrup pack, solids and liquids","PINEAPPLE,CND,EX HVY SYRUP PK,SOL&LIQUIDS",9271,,,,,,1,01/31/1994,11/30/2006,,,,
9,"Pineapple, frozen, chunks, sweetened","PINEAPPLE,FRZ,CHUNKS,SWTND",9272,,,,,,1,12/23/2013,12/23/2013,,,,
9,"Pineapple juice, canned or bottled, unsweetened, without added ascorbic acid","PINEAPPLE JUC,CND OR BTLD,UNSWTND,WO/ ADDED VIT C",9273,,,,,,1,01/31/1994,01/07/2015,,,,
9,"Pineapple juice, frozen concentrate, unsweetened, undiluted","PINEAPPLE JUC,FRZ CONC,UNSWTND,UNDIL",9274,,,,,,1,09/21/1994,11/30/2006,,,,
9,"Pineapple juice, frozen concentrate, unsweetened, diluted with 3 volume water","PINEAPPLE JUC,FRZ CONC,UNSWTND,DIL W/3 VOLUME H2O",9275,,,,,,1,01/31/1994,11/30/2006,,,,
9,"Plantains, yellow, raw","PLANTAINS,YEL,RAW",9277,,,,,,1,01/31/1994,02/13/2019,,,,
9,"Plantains, yellow, baked","PLANTAINS,YEL,BKD",9278,,,,,,1,01/31/1994,02/13/2019,,,,
9,"Plums, raw","PLUMS,RAW",9279,,,,,,1,01/31/1994,11/30/2006,,,,
9,"Plums, canned, purple, water pack, solids and liquids","PLUMS,CND,PURPLE,H2O PK,SOL&LIQUIDS",9281,,,,,,1,01/31/1994,11/30/2006,,,,
9,"Plums, canned, purple, juice pack, solids and liquids","PLUMS,CND,PURPLE,JUC PK,SOL&LIQUIDS",9282,,,,,,1,01/31/1994,11/30/2006,,,,
9,"Plums, canned, purple, light syrup pack, solids and liquids","PLUMS,CND,PURPLE,LT SYRUP PK,SOL&LIQUIDS",9283,,,,,,1,01/31/1994,01/04/2010,,,,
9,"Plums, canned, purple, heavy syrup pack, solids and liquids","PLUMS,CND,PURPLE,HVY SYRUP PK,SOL&LIQUIDS",9284,,,,,,1,01/31/1994,11/30/2006,,,,
9,"Plums, canned, purple, extra heavy syrup pack, solids and liquids","PLUMS,CND,PURPLE,EX HVY SYRUP PK,SOL&LIQUIDS",9285,,,,,,1,01/31/1994,11/30/2006,,,,
9,"Pomegranates, raw","POMEGRANATES,RAW",9286,,,,,,1,09/30/1996,06/15/2013,,,,
9,"Prickly pears, raw","PRICKLY PEARS,RAW",9287,,,,,,1,12/23/2013,12/23/2013,,,,
9,"Prunes, canned, heavy syrup pack, solids and liquids","PRUNES,CND,HVY SYRUP PK,SOL&LIQUIDS",9288,,,,,,1,01/31/1994,11/30/2006,,,,
9,"Prunes, dehydrated (low-moisture), uncooked","PRUNES,DEHYD (LOW-MOISTURE),UNCKD",9289,,,,,,1,12/23/2013,12/23/2013,,,,
9,"Prunes, dehydrated (low-moisture), stewed","PRUNES,DEHYD (LOW-MOISTURE),STWD",9290,,,,,,1,12/23/2013,12/23/2013,,,,
9,"Plums, dried (prunes), uncooked","PLUMS,DRIED (PRUNES),UNCKD",9291,,,,,,1,01/31/1994,11/30/2006,,,,
9,"Plums, dried (prunes), stewed, without added sugar","PLUMS,DRIED (PRUNES),STWD,WO/ ADDED SUGAR",9292,,,,,,1,01/31/1994,11/30/2006,,,,
9,"Plums, dried (prunes), stewed, with added sugar","PLUMS,DRIED (PRUNES),STWD,W/ ADDED SUGAR",9293,,,,,,1,01/31/1994,11/30/2006,,,,
9,"Prune juice, canned","PRUNE JUICE,CANNED",9294,,,,,,1,12/23/2013,12/23/2013,,,,
9,"Quinces, raw","QUINCES,RAW",9296,,,,,,1,12/23/2013,12/23/2013,,,,
9,"Raisins, golden, seedless","RAISINS,GOLDEN,SEEDLESS",9297,,,,,,1,01/31/1994,02/13/2019,,,,
9,"Raisins, dark, seedless (Includes foods for USDA's Food Distribution Program)","RAISINS,DK,SEEDLESS (INCLUDES FOODS FOR USDA'S FD",9298,,,,,,1,01/31/1994,02/13/2019,,,,
9,"Raisins, seeded","RAISINS,SEEDED",9299,,,,,,1,01/31/1994,11/30/2006,,,,
9,"Raspberries, raw","RASPBERRIES,RAW",9302,,,,,,1,01/31/1994,11/30/2006,,,,
9,"Raspberries, canned, red, heavy syrup pack, solids and liquids","RASPBERRIES,CND,RED,HVY SYRUP PK,SOL&LIQUIDS",9304,,,,,,1,01/31/1994,11/30/2006,,,,
9,"Raspberries, frozen, red, sweetened","RASPBERRIES,FRZ,RED,SWTND",9306,,,,,,1,01/31/1994,11/30/2006,,,,
9,"Rhubarb, raw","RHUBARB,RAW",9307,,,,,,1,12/23/2013,12/23/2013,,,,
9,"Rhubarb, frozen, uncooked","RHUBARB,FROZEN,UNCOOKED",9309,,,,,,1,12/23/2013,12/23/2013,,,,
9,"Rhubarb, frozen, cooked, with sugar","RHUBARB,FRZ,CKD,W/SUGAR",9310,,,,,,1,12/23/2013,12/23/2013,,,,
9,"Sapodilla, raw","SAPODILLA,RAW",9313,,,,,,1,08/29/1997,11/30/2006,,,,
9,"Sapote, mamey, raw","SAPOTE,MAMEY,RAW",9314,,,,,,1,12/23/2013,12/23/2013,,,,
9,"Soursop, raw","SOURSOP,RAW",9315,,,,,,1,08/29/1997,11/30/2006,,,,
9,"Strawberries, raw","STRAWBERRIES,RAW",9316,,,,,,1,01/31/1994,11/30/2006,,,,
9,"Strawberries, canned, heavy syrup pack, solids and liquids","STRAWBERRIES,CND,HVY SYRUP PK,SOL&LIQUIDS",9317,,,,,,1,01/31/1994,11/30/2006,,,,
9,"Strawberries, frozen, unsweetened (Includes foods for USDA's Food Distribution Program)","STRAWBERRIES,FRZ,UNSWTND",9318,,,,,,1,01/31/1994,02/13/2019,,,,
9,"Strawberries, frozen, sweetened, sliced","STRAWBERRIES,FRZ,SWTND,SLICED",9320,,,,,,1,01/31/1994,11/30/2006,,,,
9,"Sugar-apples, (sweetsop), raw","SUGAR-APPLES,(SWEETSOP),RAW",9321,,,,,,1,09/30/1996,11/30/2006,,,,
9,"Tamarinds, raw","TAMARINDS,RAW",9322,,,,,,1,09/30/1996,11/30/2006,,,,
9,"Fruit salad, (pineapple and papaya and banana and guava), tropical, canned, heavy syrup, solids and liquids","FRUIT SALAD,TROPICAL,CND,HVY SYRUP,SOL&LIQUIDS",9325,,,,,,1,01/31/1994,11/30/2006,,,,
9,"Watermelon, raw","WATERMELON,RAW",9326,,,,,,1,01/31/1994,11/30/2006,,,,
9,"Maraschino cherries, canned, drained","MARASCHINO CHERRIES,CND,DRND",9328,,,,,,1,12/23/2013,12/23/2013,,,,
9,"Feijoa, raw","FEIJOA,RAW",9334,,,,,,1,12/23/2013,12/23/2013,,,,
9,"Pears, asian, raw","PEARS,ASIAN,RAW",9340,,,,,,1,12/23/2013,12/23/2013,,,,
9,"Fruit cocktail, canned, heavy syrup, drained","FRUIT COCKTAIL,CND,HVY SYRUP,DRND",9351,,,,,,1,09/21/1994,11/30/2006,,,,
9,"Blueberries, canned, light syrup, drained","BLUEBERRIES,CND,LT SYRUP,DRND",9352,,,,,,1,12/23/2013,12/23/2013,,,,
9,"Pineapple, canned, juice pack, drained","PINEAPPLE,CND,JUC PK,DRND",9354,,,,,,1,09/21/1994,11/30/2006,,,,
9,"Apricots, canned, heavy syrup, drained","APRICOTS,CND,HVY SYRUP,DRND",9357,,,,,,1,09/21/1994,11/30/2006,,,,
9,"Cherries, sweet, canned, pitted, heavy syrup, drained","CHERRIES,SWT,CND,PITTED,HVY SYRUP,DRND",9367,,,,,,1,09/21/1994,01/07/2015,,,,
9,"Peaches, canned, heavy syrup, drained","PEACHES,CND,HVY SYRUP,DRND",9370,,,,,,1,09/21/1994,11/30/2006,,,,
9,"Pears, canned, heavy syrup, drained","PEARS,CND,HVY SYRUP,DRND",9374,,,,,,1,09/21/1994,11/30/2006,,,,
9,"Plums, canned, heavy syrup, drained","PLUMS,CND,HVY SYRUP,DRND",9379,,,,,,1,09/21/1994,11/30/2006,,,,
9,"Tangerines, (mandarin oranges), canned, juice pack, drained","TANGERINES,(MANDARIN ORANGES),CND,JUC PK,DRND",9383,,,,,,1,06/23/1995,11/30/2006,,,,
9,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid","APPLE JUC,CND OR BTLD,UNSWTND,W/ ADDED VIT C",9400,,,,,,1,01/31/1994,02/13/2019,,,,
9,"Applesauce, canned, unsweetened, with added ascorbic acid","APPLESAUCE,CND,UNSWTND,W/ VIT C",9401,,,,,,1,12/23/2013,12/23/2013,,,,
9,"Applesauce, canned, sweetened, with salt","APPLESAUCE,CND,SWTND,W/SALT",9402,,,,,,1,12/23/2013,12/23/2013,,,,
9,"Grapefruit juice, pink, raw","GRAPEFRUIT JUICE,PINK,RAW",9404,,,,,,1,12/23/2013,12/23/2013,,,,
9,"Peach nectar, canned, with added ascorbic acid","PEACH NECTAR,CND,W/ VIT C",9407,,,,,,1,01/31/1994,11/30/2006,,,,
9,"Pear nectar, canned, with added ascorbic acid","PEAR NECTAR,CND,W/ VIT C",9408,,,,,,1,01/31/1994,11/30/2006,,,,
9,"Pineapple juice, canned or bottled, unsweetened, with added ascorbic acid","PINEAPPLE JUC,CND OR BTLD,UNSWTND,W/ ADDED VIT C",9409,,,,,,1,01/31/1994,01/07/2015,,,,
9,"Apple juice, frozen concentrate, unsweetened, undiluted, with added ascorbic acid","APPLE JUC,FRZ CONC,UNSWTND,UNDIL,W/ VIT C",9410,,,,,,1,12/23/2013,12/23/2013,,,,
9,"Apple juice, frozen concentrate, unsweetened, diluted with 3 volume water, with added ascorbic acid","APPLE JUC,FRZ CONC,UNSWTND,DIL W/3 VOLUME H2O,W/ VIT C",9411,,,,,,1,01/31/1994,11/30/2006,,,,
9,Prune puree,PRUNE PUREE,9423,,,,,,1,08/29/1997,11/30/2006,,,,
9,Candied fruit,CANDIED FRUIT,9426,,,,,,1,12/23/2013,12/23/2013,,,,
9,"Abiyuch, raw","ABIYUCH,RAW",9427,,,,,,1,12/23/2013,12/23/2013,,,,
9,"Rowal, raw","ROWAL,RAW",9428,,,,,,1,12/23/2013,12/23/2013,,,,
9,"Guanabana nectar, canned","GUANABANA NECTAR,CND",9434,,,,,,1,12/23/2013,12/23/2013,,,,
9,"Guava nectar, canned, with added ascorbic acid","GUAVA NECTAR,CND,W/ ADDED VIT C",9435,,,,,,1,01/06/2015,02/06/2016,,,,
9,"Mango nectar, canned","MANGO NECTAR,CND",9436,,,,,,1,12/23/2013,12/23/2013,,,,
9,"Pomegranate juice, bottled","POMEGRANATE JUC,BTLD",9442,,,,,,1,01/25/2009,01/25/2009,,,,
9,"Juice, apple and grape blend, with added ascorbic acid","JUICE,APPL & GRAPE BLEND,W/ ADDED VIT C",9443,,,,,,1,12/23/2013,12/23/2013,,,,
9,"Juice, apple, grape and pear blend, with added ascorbic acid and calcium","JUICE,APPL,GRAPE & PEAR BLEND,W/ ADDED VIT C & CA",9444,,,,,,1,12/23/2013,12/23/2013,,,,
9,"Plantains, green, fried","PLANTAINS,GRN,FRIED",9446,,,,,,1,12/23/2013,12/23/2013,,,,
9,"Plantains, yellow, fried, Latino restaurant","PLANTAINS,YEL,FRIED,LATINO RESTAURANT",9447,,,,,,1,12/23/2013,12/23/2013,,,,
9,Orange Pineapple Juice Blend,ORANGE PNAPPL JUC BLEND,9452,,,,,,1,03/02/2012,,,,,
9,"Orange juice, chilled, includes from concentrate, with added calcium and vitamins A, D, E","ORANGE JUC,CHILLED,INCL FROM CONC,W/ ADD CA & VITAMINS A,D,E",9506,,,,,,1,01/06/2015,01/06/2015,,,,
9,"Grape juice, canned or bottled, unsweetened, with added ascorbic acid and calcium","GRAPE JUC,CND OR BTLD,UNSWTND,W/ ADDED VIT C & CA",9512,,,,,,1,01/06/2015,02/06/2016,,,,
9,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid, calcium, and potassium","APPLE JUC,CND OR BTLD,UNSWTND,W/ ADDED VIT C,CA,& K",9517,,,,,,1,02/06/2016,02/06/2016,,,,
9,"Raspberries, frozen, red, unsweetened","RASPBERRIES,FRZ,RED,UNSWTND",9518,,,,,,1,02/13/2019,02/13/2019,,,,
9,"Guava nectar, with sucralose, canned","GUAVA NECTAR,W/ SUCRALOSE,CND",9519,,,,,,1,02/06/2016,02/06/2016,,,,
9,"Cranberry juice blend, 100% juice, bottled, with added vitamin C and calcium","CRANBERRY JUC BLEND,100% JUC,BTLD,W/ ADDED VIT C & CA",9522,,,,,,1,02/06/2016,02/06/2016,,,,
9,"Plantains, green, raw","PLANTAINS,GRN,RAW",9542,,,,,,1,02/13/2019,02/13/2019,,,,
9,"Plantains, green, boiled","PLANTAINS,GRN,BLD",9543,,,,,,1,02/13/2019,02/13/2019,,,,
9,Baobab powder,BAOBAB PDR,9544,,,,,,1,02/13/2019,02/13/2019,,,,
9,"Raspberries, puree, seedless","RASPBERRIES,PUREE,SEEDLESS",9552,,,,,,1,02/13/2019,02/13/2019,,,,
9,"Raspberries, puree, with seeds","RASPBERRIES,PUREE,W/ SEEDS",9553,,,,,,1,02/13/2019,02/13/2019,,,,
9,Raspberry juice concentrate,RASPBERRY JUC CONC,9554,,,,,,1,02/13/2019,02/13/2019,,,,
10,"Pork, fresh, composite of separable fat, with added solution, cooked","PORK,FRSH,COMP OF FAT,W/ ADDED SOLN,CKD",10000,,,,,,1,12/03/2007,02/06/2016,,,,
10,"Pork, fresh, carcass, separable lean and fat, raw","PORK,FRSH,CARCASS,LN&FAT,RAW",10001,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder), separable lean only, raw","PORK,FRSH,COMP OF RTL CUTS (LEG,LOIN,SHLDR),LN,RAW",10002,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, composite of trimmed leg, loin, shoulder, and spareribs, (includes cuts to be cured), separable lean and fat, raw","PORK,FRSH,COMP OF LEG,LOIN,SHLDR,& SPARERIBS,LN & FAT,RAW",10003,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, backfat, raw","PORK,FRESH,BACKFAT,RAW",10004,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, belly, raw","PORK,FRSH,BELLY,RAW",10005,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, separable fat, raw","PORK,FRSH,FAT,RAW",10006,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, separable fat, cooked","PORK,FRSH,FAT,CKD",10007,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, leg (ham), whole, separable lean and fat, raw","PORK,FRSH,LEG (HAM),WHL,LN&FAT,RAW",10008,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, leg (ham), whole, separable lean and fat, cooked, roasted","PORK,FRSH,LEG (HAM),WHL,LN&FAT,CKD,RSTD",10009,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, leg (ham), whole, separable lean only, raw","PORK,FRSH,LEG (HAM),WHL,LN,RAW",10010,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, leg (ham), whole, separable lean only, cooked, roasted","PORK,FRSH,LEG (HAM),WHL,LN,CKD,RSTD",10011,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, leg (ham), rump half, separable lean and fat, raw","PORK,FRSH,LEG (HAM),RUMP HALF,LN&FAT,RAW",10012,,,,,,1,09/30/1996,03/02/2012,,,,
10,"Pork, fresh, leg (ham), rump half, separable lean and fat, cooked, roasted","PORK,FRSH,LEG (HAM),RUMP HALF,LN&FAT,CKD,RSTD",10013,,,,,,1,09/30/1996,03/02/2012,,,,
10,"Pork, fresh, leg (ham), rump half, separable lean only, raw (Includes foods for USDA's Food Distribution Program)","PORK,FRSH,LEG (HAM),RUMP HALF,LN,RAW",10014,,,,,,1,12/23/2013,02/13/2019,,,,
10,"Pork, fresh, leg (ham), rump half, separable lean only, cooked, roasted","PORK,FRSH,LEG (HAM),RUMP HALF,LN,CKD,RSTD",10015,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, leg (ham), shank half, separable lean and fat, raw","PORK,FRSH,LEG (HAM),SHANK HALF,LN&FAT,RAW",10016,,,,,,1,09/30/1996,03/02/2012,,,,
10,"Pork, fresh, leg (ham), shank half, separable lean and fat, cooked, roasted","PORK,FRSH,LEG (HAM),SHANK HALF,LN&FAT,CKD,RSTD",10017,,,,,,1,09/30/1996,03/02/2012,,,,
10,"Pork, fresh, leg (ham), shank half, separable lean only, raw","PORK,FRSH,LEG (HAM),SHANK HALF,LN,RAW",10018,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, leg (ham), shank half, separable lean only, cooked, roasted","PORK,FRSH,LEG (HAM),SHANK HALF,LN,CKD,RSTD",10019,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, whole, separable lean and fat, raw","PORK,FRSH,LOIN,WHL,LN&FAT,RAW",10020,,,,,,1,01/31/1994,11/30/2006,,,,
10,"Pork, fresh, loin, whole, separable lean and fat, cooked, braised","PORK,FRSH,LOIN,WHL,LN&FAT,CKD,BRSD",10021,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, whole, separable lean and fat, cooked, broiled","PORK,FRSH,LOIN,WHL,LN&FAT,CKD,BRLD",10022,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, whole, separable lean and fat, cooked, roasted","PORK,FRSH,LOIN,WHL,LN&FAT,CKD,RSTD",10023,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, whole, separable lean only, raw","PORK,FRSH,LOIN,WHL,LN,RAW",10024,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, whole, separable lean only, cooked, braised","PORK,FRSH,LOIN,WHL,LN,CKD,BRSD",10025,,,,,,1,07/15/2004,11/30/2006,,,,
10,"Pork, fresh, loin, whole, separable lean only, cooked, broiled","PORK,FRSH,LOIN,WHL,LN,CKD,BRLD",10026,,,,,,1,03/16/1994,11/30/2006,,,,
10,"Pork, fresh, loin, whole, separable lean only, cooked, roasted","PORK,FRSH,LOIN,WHL,LN,CKD,RSTD",10027,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, blade (chops or roasts), bone-in, separable lean and fat, raw","PORK,FRSH,LOIN,BLADE (CHOPS OR ROASTS),BONE-IN,LN&FAT,RAW",10028,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, braised","PORK,FRSH,LOIN,BLADE (CHOPS),BONE-IN,LN&FAT,CKD,BRSD",10029,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, broiled","PORK,FRSH,LOIN,BLADE (CHOPS),BONE-IN,LN&FAT,CKD,BRLD",10030,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, blade (roasts), bone-in, separable lean and fat, cooked, roasted","PORK,FRSH,LOIN,BLADE (ROASTS),BONE-IN,LN&FAT,CKD,RSTD",10031,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, blade (chops or roasts), bone-in, separable lean only, raw","PORK,FRSH,LOIN,BLADE (CHOPS OR ROASTS),BONE-IN,LN,RAW",10032,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, braised","PORK,FRSH,LOIN,BLADE (CHOPS),BONE-IN,LN,CKD,BRSD",10033,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, broiled","PORK,FRSH,LOIN,BLADE (CHOPS),BONE-IN,LN,CKD,BRLD",10034,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, blade (roasts), bone-in, separable lean only, cooked, roasted","PORK,FRSH,LOIN,BLADE (ROASTS),BONE-IN,LN,CKD,RSTD",10035,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, raw","PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN & FAT,RAW",10036,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, braised","PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN&FAT,CKD,BRSD",10037,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, broiled","PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN&FAT,CKD,BRLD",10038,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, center loin (roasts), bone-in, separable lean and fat, cooked, roasted","PORK,FRSH,LOIN,CNTR LOIN (ROASTS),BONE-IN,LN&FAT,CKD,RSTD",10039,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, raw","PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN,RAW",10040,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, braised","PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN,CKD,BRSD",10041,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, broiled","PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN,CKD,BRLD",10042,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, center loin (roasts), bone-in, separable lean only, cooked, roasted","PORK,FRSH,LOIN,CNTR LOIN (ROASTS),BONE-IN,LN,CKD,RSTD",10043,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, center rib (chops or roasts), bone-in, separable lean and fat, raw","PORK,FRSH,LOIN,CNTR RIB (CHOPS OR ROASTS),BONE-IN,LN&FAT,RAW",10044,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, braised","PORK,FRSH,LOIN,CNTR RIB (CHOPS),BONE-IN,LN&FAT,CKD,BRSD",10045,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, broiled","PORK,FRSH,LOIN,CNTR RIB (CHOPS),BONE-IN,LN&FAT,CKD,BRLD",10046,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, center rib (roasts), bone-in, separable lean and fat, cooked, roasted","PORK,FRSH,LOIN,CNTR RIB (ROASTS),BONE-IN,LN&FAT,CKD,RSTD",10047,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, center rib (chops or roasts), bone-in, separable lean only, raw","PORK,FRSH,LOIN,CNTR RIB (CHOPS OR ROASTS),BONE-IN,LN,RAW",10048,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, braised","PORK,FRSH,LOIN,CNTR RIB (CHOPS),BONE-IN,LN,CKD,BRSD",10049,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, broiled","PORK,FRSH,LOIN,CNTR RIB (CHOPS),BONE-IN,LN,CKD,BRLD",10050,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, center rib (roasts), bone-in, separable lean only, cooked, roasted","PORK,FRSH,LOIN,CNTR RIB (ROASTS),BONE-IN,LN,CKD,RSTD",10051,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, sirloin (chops or roasts), bone-in, separable lean and fat, raw","PORK,FRSH,LOIN,SIRLOIN (CHOPS OR ROASTS),BONE-IN,LN&FAT,RAW",10052,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, braised","PORK,FRSH,LOIN,SIRLOIN (CHOPS),BONE-IN,LN&FAT,CKD,BRSD",10053,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, broiled","PORK,FRSH,LOIN,SIRLOIN (CHOPS),BONE-IN,LN&FAT,CKD,BRLD",10054,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, sirloin (roasts), bone-in, separable lean and fat, cooked, roasted","PORK,FRSH,LOIN,SIRLOIN (ROASTS),BONE-IN,LN&FAT,CKD,RSTD",10055,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, braised","PORK,FRSH,LOIN,SIRLOIN (CHOPS),BONE-IN,LN,CKD,BRSD",10057,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, broiled","PORK,FRSH,LOIN,SIRLOIN (CHOPS),BONE-IN,LN,CKD,BRLD",10058,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, sirloin (roasts), bone-in, separable lean only, cooked, roasted","PORK,FRSH,LOIN,SIRLOIN (ROASTS),BONE-IN,LN,CKD,RSTD",10059,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, tenderloin, separable lean only, raw",PORK  FRSH  LOIN  TENDERLOIN   LN ONLY  RAW,10060,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, tenderloin, separable lean only, cooked, roasted","PORK,FRSH,LOIN,TENDERLOIN,LN,CKD,RSTD",10061,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, raw","PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN & FAT,RAW",10062,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, braised","PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN & FAT,CKD,BRSD",10063,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, broiled","PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN & FAT,CKD,BRLD",10064,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, cooked, roasted","PORK,FRSH,LOIN,TOP LOIN (ROASTS),BNLESS,LN&FAT,CKD,RSTD",10065,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, raw","PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,RAW",10066,,,,,,1,12/23/2013,12/23/2013,,,,
10,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, braised","PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,BRSD",10067,,,,,,1,12/23/2013,12/23/2013,,,,
