Cn code,Sequence num,Amount,Measure description,Unit amount,Type of unit,Source code,Date added,Last modified
1001,1,1,"pat (1"" sq, 1/3"" high)",5,g,1,01/15/1998,12/26/2013
1001,2,1,TBSP,14.2,g,1,01/31/1994,11/30/2006
1001,3,1,cup,227,g,1,09/06/2002,12/26/2013
1001,4,1,stick,113,g,1,09/06/2002,11/30/2006
1002,1,1,"pat (1"" sq, 1/3"" high)",3.8,g,1,08/29/1997,12/26/2013
1002,2,1,TBSP,9.4,g,1,01/15/1998,11/30/2006
1002,3,1,cup,151,g,1,06/19/1995,12/26/2013
1002,4,1,stick,76,g,1,09/06/2002,11/30/2006
1003,1,1,tbsp,12.8,g,1,12/23/2013,12/23/2013
1003,2,1,cup,205,g,1,12/23/2013,12/23/2013
1004,1,1,oz,28.35,g,1,11/02/1994,11/30/2006
1004,2,1,cubic inch,17,g,1,08/29/1997,11/30/2006
1004,3,1,"cup, crumbled, not packed",135,g,1,09/06/2002,11/30/2006
1005,1,1,"cup, diced",132,g,1,12/23/2013,12/23/2013
1005,2,1,"cup, shredded",113,g,1,12/23/2013,12/23/2013
1005,3,1,oz,28.35,g,1,12/23/2013,12/23/2013
1005,4,1,cubic inch,17,g,1,12/23/2013,12/23/2013
1005,5,1,slice (1 oz),28,g,1,12/23/2013,12/23/2013
1006,1,1,oz,28.35,g,1,12/23/2013,12/23/2013
1006,2,1,"cup, sliced",144,g,1,12/23/2013,12/23/2013
1006,3,1,"cup, melted",240,g,1,12/23/2013,12/23/2013
1006,4,1,cubic inch,17,g,1,12/23/2013,12/23/2013
1006,5,1,package (4.5 oz),128,g,1,12/23/2013,12/23/2013
1007,1,1,oz,28.35,g,1,12/23/2013,12/23/2013
1007,2,1,cup,246,g,1,12/23/2013,12/23/2013
1007,3,1,cubic inch,17,g,1,12/23/2013,12/23/2013
1007,4,1,wedge (1.33 oz),38,g,1,12/23/2013,12/23/2013
1008,1,1,oz,28.35,g,1,12/23/2013,12/23/2013
1009,1,1,"cup, diced",132,g,1,09/29/1994,11/30/2006
1009,2,1,"cup, melted",244,g,1,03/22/1999,11/30/2006
1009,3,1,"cup, shredded",113,g,1,09/06/2002,11/30/2006
1009,4,1,oz,28.35,g,1,09/06/2002,11/30/2006
1009,5,1,cubic inch,17,g,1,09/06/2002,11/30/2006
1009,6,1,slice (1 oz),28,g,1,09/06/2002,11/30/2006
1010,1,1,oz,28.35,g,1,12/23/2013,12/23/2013
1011,1,1,"cup, diced",132,g,1,11/02/1994,11/30/2006
1011,2,1,"cup, shredded",113,g,1,08/29/1997,11/30/2006
1011,3,1,oz,28.35,g,1,09/06/2002,11/30/2006
1011,4,1,cubic inch,17,g,1,09/06/2002,11/30/2006
1011,5,1,slice (1 oz),28,g,1,07/15/2004,11/30/2006
1012,1,4,oz,113,g,1,08/29/1997,11/30/2006
1012,2,1,"cup, large curd (not packed)",210,g,1,09/29/1994,11/30/2006
1012,3,1,"cup, small curd (not packed)",225,g,1,09/06/2002,11/30/2006
1013,1,4,oz,113,g,1,12/23/2013,12/23/2013
1013,2,1,cup (not packed),226,g,1,12/23/2013,12/23/2013
1014,1,1,cup (not packed),145,g,1,01/15/1998,11/30/2006
1014,2,4,oz,113,g,1,08/29/1997,11/30/2006
1015,1,4,oz,113,g,1,03/22/1999,12/26/2013
1015,2,1,cup (not packed),226,g,1,01/31/1994,12/26/2013
1016,1,4,oz,113,g,1,09/29/1994,12/26/2013
1016,2,1,cup (not packed),226,g,1,03/22/1999,12/26/2013
1017,1,1,tbsp,14.5,g,1,03/22/1999,12/26/2013
1017,2,1,cup,232,g,1,06/19/1995,12/26/2013
1017,3,1,"tbsp, whipped",10,g,1,09/06/2002,11/30/2006
1017,4,1,oz,28.35,g,1,09/06/2002,11/30/2006
1017,5,1,cubic inch,16,g,1,09/06/2002,11/30/2006
1017,6,1,"package, small (3 oz)",85,g,1,09/06/2002,11/30/2006
1018,1,1,oz,28.35,g,1,12/23/2013,12/23/2013
1018,2,1,package (7 oz),198,g,1,12/23/2013,12/23/2013
1019,1,1,"cup, crumbled",150,g,1,07/04/2001,11/30/2006
1019,2,1,oz,28.35,g,1,09/06/2002,11/30/2006
1019,3,1,cubic inch,17,g,1,09/06/2002,11/30/2006
1019,4,1,wedge (1.33 oz),38,g,1,09/06/2002,11/30/2006
1020,1,1,"cup, diced",132,g,1,08/29/1997,11/30/2006
1020,2,1,"cup, shredded",108,g,1,09/06/2002,11/30/2006
1020,3,1,oz,28.35,g,1,09/06/2002,11/30/2006
1020,4,1,cubic inch,15,g,1,09/06/2002,11/30/2006
1020,5,1,slice (1 oz),28,g,1,09/06/2002,11/30/2006
1020,6,1,package (8 oz),227,g,1,09/06/2002,11/30/2006
1021,1,1,oz,28.35,g,1,12/23/2013,12/23/2013
1021,2,1,package (8 oz),227,g,1,12/23/2013,12/23/2013
1022,1,1,oz,28.35,g,1,07/04/2001,11/30/2006
1022,2,1,package (7 oz),198,g,1,09/06/2002,11/30/2006
1023,1,1,oz,28.35,g,1,08/29/1997,01/07/2015
1023,2,1,slice (1 oz),28,g,1,09/06/2002,01/07/2015
1023,3,1,cubic inch,15,g,1,09/06/2002,01/07/2015
1023,4,1,"cup, diced",132,g,1,09/06/2002,01/07/2015
1023,5,1,"cup, shredded",108,g,1,09/06/2002,01/07/2015
1023,6,1,package (6 oz),170,g,1,09/06/2002,11/30/2006
1024,1,1,cup,134,g,1,12/23/2013,12/23/2013
1024,2,1,oz,28.35,g,1,12/23/2013,12/23/2013
1024,3,1,cubic inch,18,g,1,12/23/2013,12/23/2013
1024,4,1,box,113,g,1,12/23/2013,12/23/2013
1024,5,1,package (8 oz),227,g,1,12/23/2013,12/23/2013
1025,1,1,"cup, diced",132,g,1,06/19/1995,11/30/2006
1025,2,1,"cup, shredded",113,g,1,08/29/1997,11/30/2006
1025,3,1,oz,28.35,g,1,09/06/2002,11/30/2006
1025,4,1,cubic inch,17,g,1,09/06/2002,11/30/2006
1025,5,1,slice (1 oz),28,g,1,09/06/2002,11/30/2006
1025,6,1,package (6 oz),170,g,1,09/06/2002,11/30/2006
1026,1,1,"cup, shredded",112,g,1,03/22/1999,11/30/2006
1026,2,1,oz,28.35,g,1,01/31/1994,11/30/2006
1026,3,6,slices,170,g,1,09/06/2002,11/30/2006
1027,1,1,oz,28.35,g,1,03/22/1999,11/30/2006
1027,2,1,cubic inch,18,g,1,01/31/1994,11/30/2006
1028,1,1,oz,28.35,g,1,03/22/1999,11/30/2006
1029,1,1,"cup, diced",132,g,1,09/29/1994,11/30/2006
1029,2,1,"cup, shredded",113,g,1,01/15/1998,11/30/2006
1029,3,1,oz,28.35,g,1,03/22/1999,11/30/2006
1029,4,1,cubic inch,18,g,1,09/06/2002,11/30/2006
1029,5,1,slice (1 oz),28,g,1,09/06/2002,11/30/2006
1030,1,1,"cup, diced",132,g,1,11/02/1994,11/30/2006
1030,2,1,"cup, shredded",113,g,1,08/29/1997,11/30/2006
1030,3,1,oz,28.35,g,1,09/06/2002,11/30/2006
1030,4,1,cubic inch,18,g,1,09/06/2002,11/30/2006
1030,5,1,slice (1 oz),28,g,1,09/06/2002,11/30/2006
1030,6,1,package (6 oz),170,g,1,09/06/2002,11/30/2006
1031,1,1,oz,28.35,g,1,12/23/2013,12/23/2013
1031,2,1,package (3 oz),85,g,1,12/23/2013,12/23/2013
1032,1,1,cup,100,g,1,01/06/2015,01/06/2015
1032,2,1,TBSP,5,g,1,11/02/1994,11/30/2006
1032,3,1,oz,28.35,g,1,09/06/2002,11/30/2006
1033,1,1,oz,28.35,g,1,12/23/2013,12/23/2013
1033,2,1,cubic inch,10.3,g,1,12/23/2013,12/23/2013
1033,3,5,package (5 oz),142,g,1,12/23/2013,12/23/2013
1034,1,1,"cup, diced",132,g,1,12/23/2013,12/23/2013
1034,2,1,"cup, shredded",113,g,1,12/23/2013,12/23/2013
1034,3,1,oz,28.35,g,1,12/23/2013,12/23/2013
1034,4,1,cubic inch,17,g,1,12/23/2013,12/23/2013
1034,5,1,slice (1 oz),28,g,1,12/23/2013,12/23/2013
1034,6,1,package (6 oz),170,g,1,12/23/2013,12/23/2013
1035,1,1,"cup, diced",132,g,1,09/29/1994,11/30/2006
1035,2,1,oz,28.35,g,1,03/22/1999,11/30/2006
1035,3,1,cubic inch,17,g,1,09/06/2002,11/30/2006
1035,4,1,slice (1 oz),28,g,1,09/06/2002,11/30/2006
1035,5,1,package (6 oz),170,g,1,09/06/2002,11/30/2006
1036,1,0.5,cup,124,g,1,08/29/1997,12/26/2013
1036,2,1,cup,246,g,1,11/27/2007,12/26/2013
1037,1,0.5,cup,124,g,1,08/29/1997,12/26/2013
1037,2,1,oz,28.35,g,1,11/28/2007,11/28/2007
1037,3,1,cup,246,g,1,11/28/2007,12/26/2013
1038,1,1,oz,28.35,g,1,08/29/1997,11/30/2006
1038,2,5,package (5 oz),142,g,1,09/06/2002,11/30/2006
1039,1,1,oz,28.35,g,1,12/23/2013,12/23/2013
1039,2,1,package (3 oz),85,g,1,12/23/2013,12/23/2013
1040,1,1,"cup, diced",132,g,1,09/29/1994,11/30/2006
1040,2,1,"cup, melted",244,g,1,03/22/1999,11/30/2006
1040,3,1,"cup, shredded",108,g,1,09/06/2002,11/30/2006
1040,4,1,oz,28.35,g,1,09/06/2002,11/30/2006
1040,5,1,cubic inch,15,g,1,09/06/2002,11/30/2006
1040,6,1,slice (1 oz),28,g,1,09/06/2002,11/30/2006
1041,1,1,oz,28.35,g,1,12/23/2013,12/23/2013
1041,2,1,package (6 oz),170,g,1,12/23/2013,12/23/2013
1042,1,1,oz,28.35,g,1,06/19/1995,01/07/2015
1042,2,1,slice (1 oz),28,g,1,01/15/1998,01/07/2015
1042,3,1,slice (3/4 oz),21,g,1,03/22/1999,01/07/2015
1042,4,1,cubic inch,18,g,1,09/06/2002,01/07/2015
1042,5,1,"cup, shredded",113,g,1,09/06/2002,01/07/2015
1042,6,1,"cup, diced",140,g,1,09/06/2002,01/07/2015
1042,7,1,"cup, melted",244,g,1,09/06/2002,01/07/2015
1043,1,1,"cup, diced",140,g,1,12/23/2013,12/23/2013
1043,2,1,"cup, melted",244,g,1,12/23/2013,12/23/2013
1043,3,1,"cup, shredded",113,g,1,12/23/2013,12/23/2013
1043,4,1,oz,28.35,g,1,12/23/2013,12/23/2013
1043,5,1,cubic inch,18,g,1,12/23/2013,12/23/2013
1043,6,1,slice (3/4 oz),21,g,1,12/23/2013,12/23/2013
1044,1,1,"cup, diced",140,g,1,09/29/1994,11/30/2006
1044,2,1,"cup, shredded",113,g,1,01/15/1998,11/30/2006
1044,3,1,oz,28.35,g,1,03/22/1999,11/30/2006
1044,4,1,cubic inch,18,g,1,09/06/2002,11/30/2006
1044,5,1,slice (3/4 oz),21,g,1,09/06/2002,11/30/2006
1045,1,1,oz,28.35,g,1,12/23/2013,12/23/2013
1045,2,1,package (8 oz),227,g,1,12/23/2013,12/23/2013
1046,1,1,CUP,113,g,1,01/15/1998,11/30/2006
1046,2,1,oz,28.35,g,1,03/22/1999,11/30/2006
1046,3,1,slice (3/4 oz),21,g,1,01/31/1994,11/30/2006
1046,4,1,package (8 oz),227,g,1,09/06/2002,11/30/2006
1047,1,1,oz,28.35,g,1,03/22/1999,11/30/2006
1047,2,1,package (8 oz),227,g,1,09/06/2002,11/30/2006
1048,1,1,"cup, diced",140,g,1,12/23/2013,12/23/2013
1048,2,1,cup,244,g,1,12/23/2013,12/23/2013
1048,3,1,jar (5 oz),128,g,1,12/23/2013,12/23/2013
1048,4,1,cubic inch,18,g,1,12/23/2013,12/23/2013
1048,5,1,jar (5 oz),142,g,1,12/23/2013,12/23/2013
1048,6,1,slice,34,g,1,12/23/2013,12/23/2013
1048,7,1,"slice, thin",14,g,1,12/23/2013,12/23/2013
1049,1,1,fl oz,30.2,g,1,03/22/1999,12/26/2013
1049,2,1,TBSP,15,g,1,01/15/1998,11/30/2006
1049,3,1,cup,242,g,1,01/31/1994,12/26/2013
1049,4,1,"container, individual (.5 fl oz)",15,g,1,09/06/2002,11/30/2006
1050,1,1,fl oz,30,g,1,08/29/1997,12/26/2013
1050,2,1,TBSP,15,g,1,01/15/1998,11/30/2006
1050,3,1,cup,240,g,1,11/02/1994,12/26/2013
1050,4,1,"container, individual",11.1,g,1,09/06/2002,11/30/2006
1052,1,1,"cup, whipped",120,g,1,03/22/1999,11/30/2006
1052,2,1,"cup, fluid (yields 2 cups whipped)",239,g,1,01/31/1994,11/30/2006
1052,3,1,TBSP,15,g,1,09/06/2002,11/30/2006
1053,1,1,"cup, whipped",120,g,1,01/15/1998,11/30/2006
1053,2,1,"cup, fluid (yields 2 cups whipped)",238,g,1,06/19/1995,11/30/2006
1053,3,1,TBSP,15,g,1,08/29/1997,11/30/2006
1053,4,1,FL OZ,29.8,g,1,09/06/2002,01/05/2010
1054,1,1,CUP,60,g,1,03/22/1999,11/30/2006
1054,2,1,TBSP,3,g,1,01/31/1994,11/30/2006
1055,1,1,tbsp,15,g,1,11/02/1994,12/26/2013
1055,2,1,cup,242,g,1,09/06/2002,12/26/2013
1056,1,1,tbsp,12,g,1,03/22/1999,12/26/2013
1056,2,1,cup,230,g,1,01/31/1994,12/26/2013
1057,1,1,CUP,254,g,1,03/22/1999,11/30/2006
1057,2,1,FL OZ,31.8,g,1,01/31/1994,01/05/2010
1057,3,1,quart,1016,g,1,09/06/2002,11/30/2006
1058,1,1,tbsp,12,g,1,03/22/1999,12/26/2013
1058,2,1,cup,235,g,1,01/31/1994,12/26/2013
1059,1,1,cup,244,g,1,12/23/2013,12/23/2013
1059,2,1,quart,976,g,1,12/23/2013,12/23/2013
1060,1,1,cup,244,g,1,12/23/2013,12/23/2013
1060,2,1,fl oz,30.5,g,1,12/23/2013,12/23/2013
1060,3,1,quart,976,g,1,12/23/2013,12/23/2013
1061,1,1,serving,19,g,1,12/23/2013,12/23/2013
1067,1,1,"container, individual",15,g,1,12/23/2013,12/23/2013
1067,2,1,fl oz,30,g,1,12/23/2013,12/23/2013
1067,3,1,cup,240,g,1,12/23/2013,12/23/2013
1067,4,0.5,cup,120,g,1,12/23/2013,12/23/2013
1068,1,1,"container, individual",15,g,1,12/23/2013,12/23/2013
1068,2,0.5,cup,120,g,1,12/23/2013,12/23/2013
1069,1,1,cup,94,g,1,12/23/2013,12/23/2013
1069,2,1,tsp,2,g,1,12/23/2013,12/23/2013
1069,3,1,packet,3,g,1,12/23/2013,12/23/2013
1070,1,1.5,oz,43,g,1,03/22/1999,11/30/2006
1070,2,1,"portion, amount to make 1 tbsp",1.3,g,1,01/31/1994,11/30/2006
1071,1,1,CUP,80,g,1,03/22/1999,11/30/2006
1071,2,1,TBSP,4,g,1,01/15/1998,11/30/2006
1071,3,1,package yields,160,g,1,01/31/1994,11/30/2006
1072,1,1,CUP,70,g,1,03/22/1999,11/30/2006
1072,2,1,TBSP,4,g,1,01/31/1994,11/30/2006
1073,1,1,CUP,75,g,1,03/22/1999,11/30/2006
1073,2,1,TBSP,4,g,1,01/31/1994,11/30/2006
1074,1,1,oz,28.35,g,1,03/22/1999,12/26/2013
1074,2,1,cup,230,g,1,01/31/1994,12/26/2013
1076,1,1,cup,244,g,1,12/23/2013,12/23/2013
1076,2,1,quart,976,g,1,12/23/2013,12/23/2013
1077,1,1,CUP,244,g,1,03/22/1999,11/30/2006
1077,2,1,fl oz,30.5,g,1,01/15/1998,12/26/2013
1077,3,1,tbsp,15,g,1,01/31/1994,12/26/2013
1077,4,1,quart,976,g,1,09/06/2002,11/30/2006
1078,1,1,CUP,244,g,1,08/29/1997,11/30/2006
1078,2,1,quart,976,g,1,01/31/1994,11/30/2006
1079,1,1,CUP,244,g,1,03/22/1999,11/30/2006
1079,2,1,FL OZ,30.5,g,1,01/15/1998,01/05/2010
1079,3,1,quart,976,g,1,01/31/1994,11/30/2006
1080,1,1,cup,245,g,1,12/23/2013,12/23/2013
1080,2,1,quart,980,g,1,12/23/2013,12/23/2013
1081,1,1,cup,246,g,1,12/23/2013,12/23/2013
1081,2,1,quart,984,g,1,12/23/2013,12/23/2013
1082,1,1,CUP,244,g,1,03/22/1999,11/30/2006
1082,2,1,FL OZ,30.5,g,1,01/15/1998,01/05/2010
1082,3,1,quart,976,g,1,01/31/1994,11/30/2006
1083,1,1,cup,245,g,1,12/23/2013,12/23/2013
1083,2,1,quart,980,g,1,12/23/2013,12/23/2013
1084,1,1,CUP,246,g,1,07/04/2001,11/30/2006
1084,2,1,quart,984,g,1,09/06/2002,11/30/2006
1085,1,1,CUP,245,g,1,03/22/1999,11/30/2006
1085,2,1,FL OZ,30.6,g,1,01/15/1998,01/05/2010
1085,3,1,quart,980,g,1,01/31/1994,11/30/2006
1086,1,1,cup,245,g,1,12/23/2013,12/23/2013
1086,2,1,fl oz,30.6,g,1,12/23/2013,12/23/2013
1086,3,1,quart,980,g,1,12/23/2013,12/23/2013
1087,1,1,CUP,246,g,1,07/04/2001,11/30/2006
1087,2,1,quart,984,g,1,09/06/2002,11/30/2006
1088,1,1,CUP,245,g,1,03/22/1999,11/30/2006
1088,2,1,FL OZ,30.6,g,1,01/15/1998,01/05/2010
1088,3,1,quart,980,g,1,01/31/1994,11/30/2006
1089,1,1,cup,244,g,1,12/23/2013,12/23/2013
1089,2,1,fl oz,30.5,g,1,12/23/2013,12/23/2013
1089,3,1,quart,976,g,1,12/23/2013,12/23/2013
1090,1,0.25,CUP,32,g,1,01/31/1994,01/07/2015
1090,2,1,CUP,128,g,1,11/28/2007,01/07/2015
1091,1,0.25,CUP,30,g,1,01/31/1994,01/07/2015
1091,2,1,CUP,120,g,1,11/28/2007,01/07/2015
1091,3,5,tbsp,23,g,1,01/06/2015,01/06/2015
1092,1,1,CUP,68,g,1,01/31/1994,11/30/2006
1092,2,1,envelope (1-1/3 cup),91,g,1,09/06/2002,11/30/2006
1092,3,0.333,cup (makes 1 cup reconstituted milk),23,g,1,09/06/2002,11/30/2006
1093,1,1,oz,28.35,g,1,12/23/2013,12/23/2013
1093,2,0.25,lb,113,g,1,12/23/2013,12/23/2013
1094,1,0.25,cup,30,g,1,12/23/2013,01/07/2015
1094,2,1,cup,120,g,1,12/23/2013,01/07/2015
1094,3,1,tbsp,6.5,g,1,01/06/2015,01/06/2015
1095,1,1,fl oz,38.2,g,1,01/31/1994,12/26/2013
1095,2,1,cup,306,g,1,09/06/2002,12/26/2013
1096,1,1,fl oz,31.5,g,1,08/29/1997,12/26/2013
1096,2,1,cup,252,g,1,11/28/2007,12/26/2013
1096,3,1,can (13 oz),369,g,1,11/28/2007,11/28/2007
1096,4,0.5,CUP,126,g,1,11/28/2007,11/28/2007
1097,1,1,fl oz,31.9,g,1,08/29/1997,12/26/2013
1097,2,1,cup,256,g,1,11/28/2007,12/26/2013
1097,3,0.5,CUP,128,g,1,11/28/2007,11/28/2007
1102,1,1,CUP,250,g,1,03/22/1999,11/30/2006
1102,2,1,FL OZ,31.2,g,1,01/31/1994,01/05/2010
1102,3,1,quart,1000,g,1,09/06/2002,11/30/2006
1103,1,1,CUP,250,g,1,03/22/1999,11/30/2006
1103,2,1,FL OZ,31.2,g,1,01/31/1994,01/05/2010
1103,3,1,quart,1000,g,1,09/06/2002,11/30/2006
1104,1,1,CUP,250,g,1,08/29/1997,11/30/2006
1104,2,1,quart,1000,g,1,01/31/1994,11/30/2006
1105,1,1,CUP,250,g,1,01/31/1994,11/30/2006
1105,2,1,FL OZ,31.2,g,1,09/06/2002,01/05/2010
1106,1,1,fl oz,30.5,g,1,01/15/1998,12/26/2013
1106,2,1,cup,244,g,1,09/06/2002,12/26/2013
1106,3,1,quart,976,g,1,09/06/2002,11/30/2006
1108,1,1,cup,244,g,1,12/23/2013,12/23/2013
1108,2,1,quart,976,g,1,12/23/2013,12/23/2013
1109,1,1,cup,245,g,1,12/23/2013,12/23/2013
1109,2,1,quart,980,g,1,12/23/2013,12/23/2013
1110,1,1,FL OZ,28.4,g,1,03/22/1999,01/05/2010
1110,2,1,container (10.6 oz),300,g,1,01/31/1994,11/30/2006
1111,1,1,FL OZ,28.4,g,1,03/22/1999,01/05/2010
1111,2,1,container (11 oz),313,g,1,01/31/1994,11/30/2006
1112,1,1,cup,246,g,1,12/23/2013,12/23/2013
1112,2,1,quart,984,g,1,12/23/2013,12/23/2013
1113,1,1,cup,57,g,1,12/23/2013,12/23/2013
1113,2,1,tbsp,2.9,g,1,12/23/2013,12/23/2013
1114,1,1,cup,246,g,1,12/23/2013,12/23/2013
1114,2,1,quart,984,g,1,12/23/2013,12/23/2013
1115,1,1,cup,145,g,1,12/23/2013,12/23/2013
1115,2,1,tbsp,7.5,g,1,12/23/2013,12/23/2013
1116,1,1,container (6 oz),170,g,1,08/29/1997,12/26/2013
1116,2,1,container (8 oz),227,g,1,09/29/1994,11/30/2006
1116,3,0.5,container (4 oz),113,g,1,09/06/2002,11/30/2006
1116,4,1,cup (8 fl oz),245,g,1,12/23/2013,12/23/2013
1117,1,1,container (6 oz),170,g,1,08/29/1997,12/26/2013
1117,2,1,container (8 oz),227,g,1,09/29/1994,11/30/2006
1117,3,0.5,container (4 oz),113,g,1,09/06/2002,11/30/2006
1117,4,1,cup (8 fl oz),245,g,1,12/23/2013,12/23/2013
1118,1,1,container (6 oz),170,g,1,08/29/1997,12/26/2013
1118,2,1,container (8 oz),227,g,1,09/29/1994,11/30/2006
1118,3,1,cup (8 fl oz),245,g,1,12/23/2013,12/23/2013
1119,1,1,container (6 oz),170,g,1,08/29/1997,12/26/2013
1119,2,1,container (8 oz),227,g,1,09/29/1994,11/30/2006
1119,3,1,cup (8 fl oz),245,g,1,12/23/2013,12/23/2013
1120,1,1,container (6 oz),170,g,1,08/29/1997,12/26/2013
1120,2,1,container (4.4 oz),125,g,1,09/29/1994,11/30/2006
1120,3,1,container (5 oz),142,g,1,09/06/2002,11/30/2006
1120,4,1,cup (8 fl oz),245,g,1,09/06/2002,12/26/2013
1120,5,1,container (8 oz),227,g,1,09/06/2002,11/30/2006
1120,6,0.5,container (4 oz),113,g,1,09/06/2002,11/30/2006
1121,1,1,container (6 oz),170,g,1,08/29/1997,12/26/2013
1121,2,1,cup (8 fl oz),245,g,1,01/15/1998,12/26/2013
1121,3,1,container (8 oz),227,g,1,09/29/1994,11/30/2006
1121,5,1,"container, Dannon Sprinkl'ins (4.1 oz)",116,g,1,09/06/2002,11/30/2006
1121,6,0.5,container (4 oz),113,g,1,09/06/2002,11/30/2006
1122,1,1,container (6 oz),170,g,1,08/29/1997,12/26/2013
1122,2,0.5,container (4 oz),113,g,1,09/29/1994,11/30/2006
1122,3,1,container (8 oz),227,g,1,12/23/2013,12/23/2013
1123,1,1,large,50,g,1,11/27/2007,12/26/2013
1123,2,1,extra large,56,g,1,11/27/2007,11/27/2007
1123,3,1,jumbo,63,g,1,11/27/2007,11/27/2007
1123,5,1,cup (4.86 large eggs),243,g,1,11/27/2007,12/26/2013
1123,6,1,medium,44,g,1,11/27/2007,11/27/2007
1123,7,1,small,38,g,1,11/27/2007,11/27/2007
1124,1,1,large,33,g,1,01/31/1994,12/26/2013
1124,2,1,cup,243,g,1,09/06/2002,12/26/2013
1125,1,1,large,17,g,1,01/31/1994,12/26/2013
1125,2,1,cup,243,g,1,09/06/2002,12/26/2013
1126,1,1,oz,28.35,g,1,01/31/1994,12/26/2013
1126,2,0.5,lb,227,g,1,12/23/2013,12/23/2013
1127,1,1,oz,28.35,g,1,12/23/2013,12/23/2013
1127,2,0.5,lb,227,g,1,12/23/2013,12/23/2013
1128,1,1,large,46,g,1,01/31/1994,11/30/2006
1129,1,1,"cup, chopped",136,g,1,01/31/1994,11/30/2006
1129,2,1,TBSP,8.5,g,1,09/06/2002,11/30/2006
1129,3,1,large,50,g,1,09/06/2002,11/30/2006
1130,1,1,TBSP,15,g,1,01/31/1994,11/30/2006
1130,2,1,large,61,g,1,09/06/2002,11/30/2006
1131,1,1,large,50,g,1,01/31/1994,11/30/2006
1132,1,1,large,61,g,1,01/31/1994,12/26/2013
1132,2,1,TBSP,13.7,g,1,09/06/2002,11/30/2006
1132,3,1,cup,220,g,1,09/06/2002,12/26/2013
1133,1,1,"cup, sifted",85,g,1,01/31/1994,11/30/2006
1133,2,1,TBSP,5,g,1,09/06/2002,11/30/2006
1134,1,1,"cup, sifted",85,g,1,12/23/2013,12/23/2013
1134,2,1,tbsp,5,g,1,12/23/2013,12/23/2013
1135,1,1,oz,28.35,g,1,12/23/2013,12/23/2013
1135,2,0.5,lb,227,g,1,12/23/2013,12/23/2013
1136,1,1,"cup, sifted",107,g,1,01/31/1994,11/30/2006
1136,2,1,tbsp,7,g,1,08/29/1997,02/11/2009
1137,1,1,"cup, sifted",67,g,1,01/31/1994,11/30/2006
1137,2,1,TBSP,4,g,1,09/06/2002,11/30/2006
1138,1,1,egg,70,g,1,12/23/2013,12/23/2013
1139,1,1,egg,144,g,1,12/23/2013,12/23/2013
1140,1,1,egg,9,g,1,12/23/2013,12/23/2013
1141,1,1,egg,79,g,1,12/23/2013,12/23/2013
1144,1,0.35,oz,9.9,g,1,03/22/1999,11/30/2006
1144,2,0.7,oz,20,g,1,11/28/2007,11/28/2007
1145,1,1,"pat (1"" sq, 1/3"" high)",5,g,1,09/29/1994,12/26/2013
1145,2,1,TBSP,14.2,g,1,01/15/1998,11/30/2006
1145,3,1,cup,227,g,1,09/06/2002,12/26/2013
1145,4,1,stick,113,g,1,09/06/2002,11/30/2006
1146,1,1,TBSP,5,g,1,11/17/1994,11/30/2006
1151,1,1,CUP,245,g,1,01/31/1994,11/30/2006
1151,2,1,quart,980,g,1,08/29/1997,11/30/2006
1152,1,1,cup,245,g,1,12/23/2013,12/23/2013
1152,2,1,quart,980,g,1,12/23/2013,12/23/2013
1153,1,1,FL OZ,31.5,g,1,01/31/1994,01/05/2010
1153,2,0.5,CUP,126,g,1,08/29/1997,11/30/2006
1154,1,0.25,CUP,30,g,1,01/31/1994,01/07/2015
1154,2,1,CUP,120,g,1,11/28/2007,01/07/2015
1155,1,1,CUP,68,g,1,01/31/1994,11/30/2006
1155,2,1,envelope (1-1/3 cup),91,g,1,08/29/1997,11/30/2006
1156,1,1,oz,28.35,g,1,12/23/2013,12/23/2013
1157,1,1,oz,28.35,g,1,12/23/2013,12/23/2013
1159,1,1,oz,28.35,g,1,12/23/2013,12/23/2013
1160,1,1,oz,28.35,g,1,12/23/2013,12/23/2013
1160,2,0.5,lb,227,g,1,12/23/2013,12/23/2013
1161,1,1,"cup, shredded",113,g,1,11/28/2007,11/28/2007
1161,2,1,oz,28.35,g,1,06/19/1995,11/30/2006
1161,3,1,cubic inch,18,g,1,11/28/2007,11/28/2007
1161,4,1,slice,28,g,1,11/28/2007,11/28/2007
1161,5,3,oz,85,g,1,11/28/2007,11/28/2007
1164,1,2,tbsp,30,g,1,12/23/2013,12/23/2013
1164,2,1,cup,243,g,1,12/23/2013,12/23/2013
1165,1,1,"cup, crumbled",132,g,1,11/02/1994,11/30/2006
1165,2,1,oz,28.35,g,1,09/06/2002,11/30/2006
1166,1,1,"cup, diced",132,g,1,08/29/1997,11/30/2006
1166,2,1,"cup, shredded",113,g,1,11/02/1994,11/30/2006
1166,3,1,oz,28.35,g,1,01/15/1998,11/30/2006
1166,4,1,cubic inch,18,g,1,09/06/2002,11/30/2006
1166,5,1,slice (1 oz),28,g,1,09/06/2002,11/30/2006
1167,1,1,"cup, diced",132,g,1,08/29/1997,11/30/2006
1167,2,1,"cup, shredded",113,g,1,11/02/1994,11/30/2006
1167,3,1,oz,28.35,g,1,01/15/1998,11/30/2006
1167,4,1,cubic inch,17,g,1,09/06/2002,11/30/2006
1167,5,1,slice (1 oz),28,g,1,09/06/2002,11/30/2006
